date,issued_hour,interval,original_kwh,effective_version_kwh,forecast_pv_kwh
2025-02-01,0,12:20-12:30,504.26452222222247,504.26452222222247,1073.8607708333332
2025-02-01,0,12:30-12:40,528.1223111111112,528.1223111111112,1054.7464458333334
2025-02-01,0,12:40-12:50,0.0,0.0,1035.6321208333331
2025-02-01,0,12:50-13:00,0.0,0.0,1016.5177958333334
2025-02-01,0,13:00-13:10,0.0,0.0,992.7791930555555
2025-02-01,0,13:10-13:20,0.0,0.0,964.4163125
2025-02-01,0,13:20-13:30,0.0,0.0,936.0534319444445
2025-02-01,0,13:30-13:40,0.0,0.0,907.6905513888888
2025-02-01,0,13:40-13:50,0.0,0.0,879.3276708333333
2025-02-01,0,13:50-14:00,0.0,0.0,850.9647902777778
2025-02-01,0,14:00-14:10,0.0,0.0,812.501090277778
2025-02-01,0,14:10-14:20,0.0,0.0,763.9365708333333
2025-02-01,0,14:20-14:30,0.0,0.0,715.3720513888887
2025-02-01,0,14:30-14:40,0.0,0.0,666.8075319444446
2025-02-01,0,14:40-14:50,0.0,0.0,618.2430125
2025-02-01,0,14:50-15:00,126.90504861111117,126.90504861111117,569.6784930555555
2025-02-01,0,15:00-15:10,231.75097916666664,231.75097916666664,518.1391472222223
2025-02-01,0,15:10-15:20,282.1696041666669,282.1696041666669,463.62497499999995
2025-02-01,0,15:20-15:30,205.7791194444444,205.7791194444444,409.1108027777777
2025-02-01,0,15:30-15:40,280.846413888889,280.846413888889,354.5966305555556
2025-02-01,0,15:40-15:50,332.54179166666677,332.54179166666677,300.0824583333333
2025-02-01,0,15:50-16:00,357.13908611111106,357.13908611111106,245.568286111111
2025-02-01,0,16:00-16:10,379.7698266249998,379.7698266249998,203.94120138888877
2025-02-01,0,16:10-16:20,440.55242499999986,440.55242499999986,175.20120416666666
2025-02-01,0,16:20-16:30,475.63206979166733,475.63206979166733,146.46120694444454
2025-02-01,0,16:30-16:40,520.8364916666667,520.8364916666667,117.72120972222211
2025-02-01,0,16:40-16:50,470.42356249999995,470.42356249999995,88.98121250000001
2025-02-01,0,16:50-17:00,396.01947083333334,396.01947083333334,60.24121527777788
2025-02-01,0,17:00-17:10,426.1470013888889,426.1470013888889,42.04861527777775
2025-02-01,0,17:10-17:20,411.8830675416679,411.8830675416679,34.4034125
2025-02-01,0,17:20-17:30,420.16955694444437,420.16955694444437,26.75820972222225
2025-02-01,0,17:30-17:40,440.06160000000017,440.06160000000017,19.113006944444418
2025-02-01,0,17:40-17:50,434.41534583333333,434.41534583333333,11.467804166666667
2025-02-01,0,17:50-18:00,0.0,0.0,3.822601388888915
2025-02-01,0,18:00-18:10,0.0,0.0,0.0
2025-02-01,0,18:10-18:20,0.0,0.0,0.0
2025-02-01,0,18:20-18:30,0.0,0.0,0.0
2025-02-01,0,18:30-18:40,0.0,0.0,0.0
2025-02-01,0,18:40-18:50,0.0,0.0,0.0
2025-02-01,0,18:50-19:00,0.0,0.0,0.0
2025-02-01,0,19:00-19:10,0.0,0.0,0.0
2025-02-01,0,19:10-19:20,0.0,0.0,0.0
2025-02-01,0,19:20-19:30,0.0,0.0,0.0
2025-02-01,0,19:30-19:40,0.0,0.0,0.0
2025-02-01,0,19:40-19:50,0.0,0.0,0.0
2025-02-01,0,19:50-20:00,0.0,0.0,0.0
2025-02-01,0,20:00-20:10,0.0,0.0,0.0
2025-02-01,0,20:10-20:20,0.0,0.0,0.0
2025-02-01,0,20:20-20:30,0.0,0.0,0.0
2025-02-01,0,20:30-20:40,0.0,0.0,0.0
2025-02-01,0,20:40-20:50,341.3815478433284,341.3815478433284,0.0
2025-02-01,0,20:50-21:00,502.85,502.85,0.0
2025-02-01,0,21:00-21:10,504.4799166666666,504.4799166666666,0.0
2025-02-01,0,21:10-21:20,466.55958333333336,466.55958333333336,0.0
2025-02-01,0,21:20-21:30,439.06666666666666,439.06666666666666,0.0
2025-02-01,0,21:30-21:40,453.7258494999997,453.7258494999997,0.0
2025-02-01,0,21:40-21:50,485.0745333333332,485.0745333333332,0.0
2025-02-01,0,21:50-22:00,1255.1566666666668,1255.1566666666668,0.0
2025-02-01,0,22:00-22:10,1202.8026333333332,1202.8026333333332,0.0
2025-02-01,0,22:10-22:20,390.1636166666666,390.1636166666666,0.0
2025-02-01,0,22:20-22:30,1217.2333333333333,1217.2333333333333,0.0
2025-02-01,0,22:30-22:40,1257.5738833333335,1257.5738833333335,0.0
2025-02-01,0,22:40-22:50,1236.35965,1236.35965,0.0
2025-02-01,0,22:50-23:00,1188.19,1188.19,0.0
2025-02-01,0,23:00-23:10,412.21315,412.21315,0.0
2025-02-01,0,23:10-23:20,1206.8763333333334,1206.8763333333334,0.0
2025-02-01,0,23:20-23:30,1217.9683333333332,1217.9683333333332,0.0
2025-02-01,0,23:30-23:40,1208.3527166666668,1208.3527166666668,0.0
2025-02-01,0,23:40-23:50,463.73984999999993,463.73984999999993,0.0
2025-02-01,0,23:50-24:00,539.5083333333333,539.5083333333333,0.0
2025-02-01,6,06:00-06:10,0.0,0.0,4.818702777777777
2025-02-01,6,06:10-06:20,0.0,0.0,14.456108333333333
2025-02-01,6,06:20-06:30,0.0,0.0,24.09351388888889
2025-02-01,6,06:30-06:40,0.0,0.0,33.730919444444446
2025-02-01,6,06:40-06:50,0.0,0.0,43.368325
2025-02-01,6,06:50-07:00,0.0,0.0,53.00573055555555
2025-02-01,6,07:00-07:10,0.0,0.0,81.75734722222224
2025-02-01,6,07:10-07:20,0.0,0.0,129.62317499999997
2025-02-01,6,07:20-07:30,0.0,0.0,177.48900277777776
2025-02-01,6,07:30-07:40,0.0,0.0,225.3548305555556
2025-02-01,6,07:40-07:50,0.0,0.0,273.22065833333335
2025-02-01,6,07:50-08:00,0.0,0.0,321.08648611111107
2025-02-01,6,08:00-08:10,0.0,0.0,370.3599416666666
2025-02-01,6,08:10-08:20,0.0,0.0,421.041025
2025-02-01,6,08:20-08:30,0.0,0.0,471.7221083333334
2025-02-01,6,08:30-08:40,0.0,0.0,522.4031916666667
2025-02-01,6,08:40-08:50,0.0,0.0,573.084275
2025-02-01,6,08:50-09:00,0.0,0.0,623.7653583333334
2025-02-01,6,09:00-09:10,0.0,0.0,676.572423611111
2025-02-01,6,09:10-09:20,0.0,0.0,731.5054708333333
2025-02-01,6,09:20-09:30,0.0,0.0,786.4385180555555
2025-02-01,6,09:30-09:40,0.0,0.0,841.3715652777777
2025-02-01,6,09:40-09:50,0.0,0.0,896.3046125000001
2025-02-01,6,09:50-10:00,0.0,0.0,951.2376597222222
2025-02-01,6,10:00-10:10,0.0,0.0,991.5628805555556
2025-02-01,6,10:10-10:20,0.0,0.0,1017.2802750000001
2025-02-01,6,10:20-10:30,0.0,0.0,1042.9976694444442
2025-02-01,6,10:30-10:40,0.0,0.0,1068.7150638888888
2025-02-01,6,10:40-10:50,0.0,0.0,1094.4324583333334
2025-02-01,6,10:50-11:00,0.0,0.0,1120.1498527777778
2025-02-01,6,11:00-11:10,0.0,0.0,1135.4635083333333
2025-02-01,6,11:10-11:20,0.0,0.0,1140.373425
2025-02-01,6,11:20-11:30,0.0,0.0,1145.2833416666665
2025-02-01,6,11:30-11:40,0.0,0.0,1150.1932583333335
2025-02-01,6,11:40-11:50,0.0,0.0,1155.103175
2025-02-01,6,11:50-12:00,427.582666666667,0.0,1160.0130916666667
2025-02-01,6,12:00-12:10,433.2881611111113,0.0,1162.551276388889
2025-02-01,6,12:10-12:20,59.200854389570225,0.0,1162.7177291666667
2025-02-01,6,12:20-12:30,504.26452222222247,0.0,1162.8841819444444
2025-02-01,6,12:30-12:40,528.1223111111112,0.0,1163.0506347222222
2025-02-01,6,12:40-12:50,0.0,0.0,1163.2170875
2025-02-01,6,12:50-13:00,0.0,0.0,1163.3835402777777
2025-02-01,6,13:00-13:10,0.0,0.0,1145.2100583333333
2025-02-01,6,13:10-13:20,0.0,0.0,1108.6966416666667
2025-02-01,6,13:20-13:30,0.0,0.0,1072.183225
2025-02-01,6,13:30-13:40,0.0,0.0,1035.6698083333333
2025-02-01,6,13:40-13:50,0.0,0.0,999.1563916666668
2025-02-01,6,13:50-14:00,0.0,0.0,962.6429750000001
2025-02-01,6,14:00-14:10,0.0,0.0,917.7227000000001
2025-02-01,6,14:10-14:20,0.0,0.0,864.3955666666667
2025-02-01,6,14:20-14:30,0.0,0.0,811.0684333333332
2025-02-01,6,14:30-14:40,0.0,0.0,757.7413000000001
2025-02-01,6,14:40-14:50,0.0,0.0,704.4141666666668
2025-02-01,6,14:50-15:00,126.90504861111117,0.0,651.0870333333332
2025-02-01,6,15:00-15:10,231.75097916666664,68.89047916666652,601.7329500000001
2025-02-01,6,15:10-15:20,282.1696041666669,141.01890416666686,556.3519166666666
2025-02-01,6,15:20-15:30,205.7791194444444,98.49468630419717,510.97088333333323
2025-02-01,6,15:30-15:40,280.846413888889,145.87867083333367,465.5898500000001
2025-02-01,6,15:40-15:50,332.54179166666677,152.46448403635077,420.20881666666673
2025-02-01,6,15:50-16:00,357.13908611111106,147.59704305555528,374.82778333333334
2025-02-01,6,16:00-16:10,379.7698266249998,246.32978749999995,328.18900972222235
2025-02-01,6,16:10-16:20,440.55242499999986,356.9223291666676,280.29249583333336
2025-02-01,6,16:20-16:30,475.63206979166733,413.2140708333334,232.39598194444434
2025-02-01,6,16:30-16:40,520.8364916666667,430.21629583333345,184.49946805555564
2025-02-01,6,16:40-16:50,470.42356249999995,435.8542875000003,136.60295416666665
2025-02-01,6,16:50-17:00,396.01947083333334,376.2110939039831,88.70644027777769
2025-02-01,6,17:00-17:10,426.1470013888889,397.97289615711895,59.36166805555558
2025-02-01,6,17:10-17:20,411.8830675416679,411.8830675416679,48.5686375
2025-02-01,6,17:20-17:30,420.16955694444437,420.16955694444437,37.77560694444443
2025-02-01,6,17:30-17:40,440.06160000000017,440.0615999999991,26.982576388888912
2025-02-01,6,17:40-17:50,434.41534583333333,434.4153458333333,16.18954583333333
2025-02-01,6,17:50-18:00,0.0,0.0,5.396515277777756
2025-02-01,6,18:00-18:10,0.0,0.0,0.0
2025-02-01,6,18:10-18:20,0.0,0.0,0.0
2025-02-01,6,18:20-18:30,0.0,0.0,0.0
2025-02-01,6,18:30-18:40,0.0,0.0,0.0
2025-02-01,6,18:40-18:50,0.0,0.0,0.0
2025-02-01,6,18:50-19:00,0.0,0.0,0.0
2025-02-01,6,19:00-19:10,0.0,0.0,0.0
2025-02-01,6,19:10-19:20,0.0,0.0,0.0
2025-02-01,6,19:20-19:30,0.0,0.0,0.0
2025-02-01,6,19:30-19:40,0.0,0.0,0.0
2025-02-01,6,19:40-19:50,0.0,0.0,0.0
2025-02-01,6,19:50-20:00,0.0,0.0,0.0
2025-02-01,6,20:00-20:10,0.0,0.0,0.0
2025-02-01,6,20:10-20:20,0.0,0.0,0.0
2025-02-01,6,20:20-20:30,0.0,0.0,0.0
2025-02-01,6,20:30-20:40,0.0,0.0,0.0
2025-02-01,6,20:40-20:50,341.3815478433284,141.23961523773568,0.0
2025-02-01,6,20:50-21:00,502.85,502.8499999999999,0.0
2025-02-01,6,21:00-21:10,504.4799166666666,504.4799166666666,0.0
2025-02-01,6,21:10-21:20,466.55958333333336,466.5595833333333,0.0
2025-02-01,6,21:20-21:30,439.06666666666666,439.06666666666666,0.0
2025-02-01,6,21:30-21:40,453.7258494999997,453.7258494999997,0.0
2025-02-01,6,21:40-21:50,485.0745333333332,485.0745333333332,0.0
2025-02-01,6,21:50-22:00,1255.1566666666668,1254.3033893498493,0.0
2025-02-01,6,22:00-22:10,1202.8026333333332,1202.8026333333332,0.0
2025-02-01,6,22:10-22:20,390.1636166666666,390.1636166666666,0.0
2025-02-01,6,22:20-22:30,1217.2333333333333,1217.2333333333333,0.0
2025-02-01,6,22:30-22:40,1257.5738833333335,1257.5738833333335,0.0
2025-02-01,6,22:40-22:50,1236.35965,1226.4605833333335,0.0
2025-02-01,6,22:50-23:00,1188.19,1182.5433333333349,0.0
2025-02-01,6,23:00-23:10,412.21315,412.21315,0.0
2025-02-01,6,23:10-23:20,1206.8763333333334,1206.8763333333334,0.0
2025-02-01,6,23:20-23:30,1217.9683333333332,1217.9683333333332,0.0
2025-02-01,6,23:30-23:40,1208.3527166666668,1208.3527166666668,0.0
2025-02-01,6,23:40-23:50,463.73984999999993,463.73984999999993,0.0
2025-02-01,6,23:50-24:00,539.5083333333333,539.5083333333333,0.0
2025-02-01,12,12:00-12:10,433.2881611111113,375.1795611111113,1096.3281402777777
2025-02-01,12,12:10-12:20,59.200854389570225,59.200854389570225,1087.6719208333334
2025-02-01,12,12:20-12:30,504.26452222222247,414.40672222222213,1079.015701388889
2025-02-01,12,12:30-12:40,528.1223111111112,422.389911111111,1070.3594819444445
2025-02-01,12,12:40-12:50,0.0,0.0,1061.7032625
2025-02-01,12,12:50-13:00,0.0,0.0,1053.0470430555556
2025-02-01,12,13:00-13:10,0.0,0.0,1033.6325222222222
2025-02-01,12,13:10-13:20,0.0,0.0,1003.4597
2025-02-01,12,13:20-13:30,0.0,0.0,973.2868777777779
2025-02-01,12,13:30-13:40,0.0,0.0,943.1140555555554
2025-02-01,12,13:40-13:50,0.0,0.0,912.9412333333333
2025-02-01,12,13:50-14:00,0.0,0.0,882.7684111111112
2025-02-01,12,14:00-14:10,0.0,0.0,845.8491541666666
2025-02-01,12,14:10-14:20,0.0,0.0,802.1834625
2025-02-01,12,14:20-14:30,0.0,0.0,758.5177708333334
2025-02-01,12,14:30-14:40,0.0,0.0,714.8520791666666
2025-02-01,12,14:40-14:50,0.0,0.0,671.1863875
2025-02-01,12,14:50-15:00,126.90504861111117,6.876445833333264,627.5206958333333
2025-02-01,12,15:00-15:10,231.75097916666664,108.43299305555547,581.8819833333333
2025-02-01,12,15:10-15:20,282.1696041666669,160.70704583333338,534.27025
2025-02-01,12,15:20-15:30,205.7791194444444,166.76028194444422,486.6585166666667
2025-02-01,12,15:30-15:40,280.846413888889,206.04715138888884,439.0467833333334
2025-02-01,12,15:40-15:50,332.54179166666677,243.0608708333333,391.43505000000005
2025-02-01,12,15:50-16:00,357.13908611111106,267.5258109697736,343.82331666666664
2025-02-01,12,16:00-16:10,379.7698266249998,290.74293284371447,298.0155458333333
2025-02-01,12,16:10-16:20,440.55242499999986,332.1545858582347,254.0117375
2025-02-01,12,16:20-16:30,475.63206979166733,395.41907777778806,210.0079291666667
2025-02-01,12,16:30-16:40,520.8364916666667,449.6204722222234,166.0041208333333
2025-02-01,12,16:40-16:50,470.42356249999995,431.00504999999896,122.0003125
2025-02-01,12,16:50-17:00,396.01947083333334,384.6473777777776,77.9965041666667
2025-02-01,12,17:00-17:10,426.1470013888889,424.45226805555586,51.32838333333333
2025-02-01,12,17:10-17:20,411.8830675416679,411.8830675416679,41.99595
2025-02-01,12,17:20-17:30,420.16955694444437,420.16955694444437,32.66351666666667
2025-02-01,12,17:30-17:40,440.06160000000017,440.06160000000017,23.331083333333325
2025-02-01,12,17:40-17:50,434.41534583333333,434.41534583333333,13.99865
2025-02-01,12,17:50-18:00,0.0,0.0,4.666216666666675
2025-02-01,12,18:00-18:10,0.0,0.0,0.0
2025-02-01,12,18:10-18:20,0.0,0.0,0.0
2025-02-01,12,18:20-18:30,0.0,0.0,0.0
2025-02-01,12,18:30-18:40,0.0,0.0,0.0
2025-02-01,12,18:40-18:50,0.0,0.0,0.0
2025-02-01,12,18:50-19:00,0.0,0.0,0.0
2025-02-01,12,19:00-19:10,0.0,0.0,0.0
2025-02-01,12,19:10-19:20,0.0,0.0,0.0
2025-02-01,12,19:20-19:30,0.0,0.0,0.0
2025-02-01,12,19:30-19:40,0.0,0.0,0.0
2025-02-01,12,19:40-19:50,0.0,0.0,0.0
2025-02-01,12,19:50-20:00,0.0,0.0,0.0
2025-02-01,12,20:00-20:10,0.0,0.0,0.0
2025-02-01,12,20:10-20:20,0.0,0.0,0.0
2025-02-01,12,20:20-20:30,0.0,0.0,0.0
2025-02-01,12,20:30-20:40,0.0,0.0,0.0
2025-02-01,12,20:40-20:50,341.3815478433284,239.73600090282315,0.0
2025-02-01,12,20:50-21:00,502.85,502.8499999999986,0.0
2025-02-01,12,21:00-21:10,504.4799166666666,504.4799166666666,0.0
2025-02-01,12,21:10-21:20,466.55958333333336,466.5595833333333,0.0
2025-02-01,12,21:20-21:30,439.06666666666666,439.06666666666666,0.0
2025-02-01,12,21:30-21:40,453.7258494999997,453.7258494999997,0.0
2025-02-01,12,21:40-21:50,485.0745333333332,485.0745333333332,0.0
2025-02-01,12,21:50-22:00,1255.1566666666668,1231.4850000000101,0.0
2025-02-01,12,22:00-22:10,1202.8026333333332,1202.8026333333332,0.0
2025-02-01,12,22:10-22:20,390.1636166666666,390.1636166666666,0.0
2025-02-01,12,22:20-22:30,1217.2333333333333,1217.2333333333333,0.0
2025-02-01,12,22:30-22:40,1257.5738833333335,1253.0495833333325,0.0
2025-02-01,12,22:40-22:50,1236.35965,1210.2122833333333,0.0
2025-02-01,12,22:50-23:00,1188.19,1188.19,0.0
2025-02-01,12,23:00-23:10,412.21315,412.21315,0.0
2025-02-01,12,23:10-23:20,1206.8763333333334,1206.8763333333334,0.0
2025-02-01,12,23:20-23:30,1217.9683333333332,1217.9683333333332,0.0
2025-02-01,12,23:30-23:40,1208.3527166666668,1208.3527166666668,0.0
2025-02-01,12,23:40-23:50,463.73984999999993,463.73984999999993,0.0
2025-02-01,12,23:50-24:00,539.5083333333333,539.5083333333333,0.0
2025-02-01,18,18:00-18:10,0.0,0.0,0.0
2025-02-01,18,18:10-18:20,0.0,0.0,0.0
2025-02-01,18,18:20-18:30,0.0,0.0,0.0
2025-02-01,18,18:30-18:40,0.0,0.0,0.0
2025-02-01,18,18:40-18:50,0.0,0.0,0.0
2025-02-01,18,18:50-19:00,0.0,0.0,0.0
2025-02-01,18,19:00-19:10,0.0,0.0,0.0
2025-02-01,18,19:10-19:20,0.0,0.0,0.0
2025-02-01,18,19:20-19:30,0.0,0.0,0.0
2025-02-01,18,19:30-19:40,0.0,0.0,0.0
2025-02-01,18,19:40-19:50,0.0,0.0,0.0
2025-02-01,18,19:50-20:00,0.0,0.0,0.0
2025-02-01,18,20:00-20:10,0.0,0.0,0.0
2025-02-01,18,20:10-20:20,0.0,0.0,0.0
2025-02-01,18,20:20-20:30,0.0,0.0,0.0
2025-02-01,18,20:30-20:40,0.0,0.0,0.0
2025-02-01,18,20:40-20:50,341.3815478433284,0.0,0.0
2025-02-01,18,20:50-21:00,502.85,498.5133987012472,0.0
2025-02-01,18,21:00-21:10,504.4799166666666,504.4799166666666,0.0
2025-02-01,18,21:10-21:20,466.55958333333336,466.55958333333336,0.0
2025-02-01,18,21:20-21:30,439.06666666666666,439.06666666666666,0.0
2025-02-01,18,21:30-21:40,453.7258494999997,453.7258494999997,0.0
2025-02-01,18,21:40-21:50,485.0745333333332,485.0745333333332,0.0
2025-02-01,18,21:50-22:00,1255.1566666666668,1255.1566666666668,0.0
2025-02-01,18,22:00-22:10,1202.8026333333332,1202.8026333333332,0.0
2025-02-01,18,22:10-22:20,390.1636166666666,390.1636166666666,0.0
2025-02-01,18,22:20-22:30,1217.2333333333333,1217.2333333333333,0.0
2025-02-01,18,22:30-22:40,1257.5738833333335,1257.5738833333335,0.0
2025-02-01,18,22:40-22:50,1236.35965,1236.35965,0.0
2025-02-01,18,22:50-23:00,1188.19,1188.19,0.0
2025-02-01,18,23:00-23:10,412.21315,412.21315,0.0
2025-02-01,18,23:10-23:20,1206.8763333333334,1206.8763333333334,0.0
2025-02-01,18,23:20-23:30,1217.9683333333332,1217.9683333333332,0.0
2025-02-01,18,23:30-23:40,1208.3527166666668,1208.3527166666668,0.0
2025-02-01,18,23:40-23:50,463.73984999999993,463.73984999999993,0.0
2025-02-01,18,23:50-24:00,539.5083333333333,539.5083333333333,0.0
2025-02-02,0,00:00-00:10,1140.3039564815883,1140.3039564815883,0.0
2025-02-02,0,00:10-00:20,1402.376,1402.376,0.0
2025-02-02,0,00:20-00:30,613.2033333333333,613.2033333333333,0.0
2025-02-02,0,00:30-00:40,602.0737333333334,602.0737333333334,0.0
2025-02-02,0,00:40-00:50,644.83805,644.83805,0.0
2025-02-02,0,00:50-01:00,712.0766666666666,712.0766666666666,0.0
2025-02-02,0,01:00-01:10,649.4783833333335,649.4783833333335,0.0
2025-02-02,0,01:10-01:20,640.2721333333332,640.2721333333332,0.0
2025-02-02,0,01:20-01:30,616.9316666666667,616.9316666666667,0.0
2025-02-02,0,01:30-01:40,632.8311,632.8311,0.0
2025-02-02,0,01:40-01:50,606.5415166666668,606.5415166666668,0.0
2025-02-02,0,01:50-02:00,616.8538833333238,616.8538833333238,0.0
2025-02-02,0,02:00-02:10,705.9585,705.9585,0.0
2025-02-02,0,02:10-02:20,745.8864833333334,745.8864833333334,0.0
2025-02-02,0,02:20-02:30,694.5766666666666,694.5766666666666,0.0
2025-02-02,0,02:30-02:40,682.1902500000001,682.1902500000001,0.0
2025-02-02,0,02:40-02:50,661.9757000000001,661.9757000000001,0.0
2025-02-02,0,02:50-03:00,599.4816666666667,599.4816666666667,0.0
2025-02-02,0,03:00-03:10,605.5268833333333,605.5268833333333,0.0
2025-02-02,0,03:10-03:20,662.6914999999999,662.6914999999999,0.0
2025-02-02,0,03:20-03:30,725.8333333333334,725.8333333333334,0.0
2025-02-02,0,03:30-03:40,705.4048666666667,705.4048666666667,0.0
2025-02-02,0,03:40-03:50,681.7540666666666,681.7540666666666,0.0
2025-02-02,0,03:50-04:00,685.2616666666667,685.2616666666667,0.0
2025-02-02,0,04:00-04:10,675.5376833333335,675.5376833333335,0.0
2025-02-02,0,04:10-04:20,712.6870166666665,712.6870166666665,0.0
2025-02-02,0,04:20-04:30,733.19,733.19,0.0
2025-02-02,0,04:30-04:40,756.9803333333334,756.9803333333334,0.0
2025-02-02,0,04:40-04:50,737.1420666666666,737.1420666666666,0.0
2025-02-02,0,04:50-05:00,702.0066666666665,702.0066666666665,0.0
2025-02-02,0,05:00-05:10,703.6395763158046,703.6395763158046,0.0
2025-02-02,0,05:10-05:20,692.2005166666665,692.2005166666665,0.0
2025-02-02,0,05:20-05:30,706.1716666666666,706.1716666666666,0.0
2025-02-02,0,05:30-05:40,1567.6493999999998,1567.6493999999998,0.0
2025-02-02,0,05:40-05:50,853.2713833333335,853.2713833333335,0.0
2025-02-02,0,05:50-06:00,868.8766666666667,868.8766666666667,0.0
2025-02-02,0,06:00-06:10,198.52997009722299,198.52997009722299,5.211494444444454
2025-02-02,0,06:10-06:20,904.3927499999999,904.3927499999999,15.634483333333334
