date,interval,price,plan_kwh,adjusted_kwh,load_kwh,pv_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start,soc_end,refund,penalty,extra_cost,total_cost
2025-02-01,06:10-06:20,0.8758,0.0,0.0,533.9993499999999,0.6440166666666667,0.0,533.3553333333333,0.0,0.0,9047.387018518519,8454.769981481482,0.0,0.0,0.0,0.0
2025-02-01,06:20-06:30,0.8759,0.0,0.0,504.52,0.0,0.0,504.52,0.0,0.0,8454.769981481482,7894.192203703705,0.0,0.0,0.0,0.0
2025-02-01,06:30-06:40,0.8601,0.0,0.0,519.5536833333333,0.0,0.0,519.5536833333333,0.0,0.0,7894.192203703705,7316.910333333334,0.0,0.0,0.0,0.0
2025-02-01,06:40-06:50,0.8442,0.0,0.0,566.415,14.934916666666666,0.0,551.4800833333333,0.0,0.0,7316.910333333334,6704.154685185186,0.0,0.0,0.0,0.0
2025-02-01,06:50-07:00,0.8334,0.0,0.0,608.7916666666666,56.75,0.0,552.0416666666666,0.0,0.0,6704.154685185186,6090.775055555557,0.0,0.0,0.0,0.0
2025-02-01,07:00-07:10,0.8092,0.0,0.0,617.2140499999999,102.656,0.0,514.5580499999999,0.0,0.0,6090.775055555557,5519.04388888889,0.0,0.0,0.0,0.0
2025-02-01,07:10-07:20,0.7972,0.0,0.0,595.3964666666667,147.48791666666668,0.0,447.90855,0.0,0.0,5519.04388888889,5021.367722222223,0.0,0.0,0.0,0.0
2025-02-01,07:20-07:30,0.7644,0.0,0.0,579.5366666666666,190.11249999999998,0.0,389.4241666666667,0.0,0.0,5021.367722222223,4588.674203703705,0.0,0.0,0.0,0.0
2025-02-01,07:30-07:40,0.6899,0.0,0.0,609.0003666666667,231.34661666666668,0.0,377.65374999999995,0.0,0.0,4588.674203703705,4169.058925925927,0.0,0.0,0.0,0.0
2025-02-01,07:40-07:50,0.86,0.0,0.0,640.2366833333333,279.07533333333333,0.0,361.16134999999997,0.0,0.0,4169.058925925927,3767.768537037038,0.0,0.0,0.0,0.0
2025-02-01,07:50-08:00,1.1617,0.0,0.0,633.9416666666667,334.01875,0.0,299.9229166666667,0.0,0.0,3767.768537037038,3434.520851851853,0.0,0.0,0.0,0.0
2025-02-01,08:00-08:10,1.1683,0.0,0.0,590.91065,388.68441666666666,0.0,202.22623333333337,0.0,0.0,3434.520851851853,3209.8250370370383,0.0,0.0,0.0,0.0
2025-02-01,08:10-08:20,1.0956,0.0,0.0,568.5581666666667,438.7655666666667,0.0,129.7926,0.0,0.0,3209.8250370370383,3065.6110370370384,0.0,0.0,0.0,0.0
2025-02-01,08:20-08:30,1.0849,0.0,0.0,574.2283333333334,487.94374999999997,0.0,86.28458333333339,0.0,0.0,3065.6110370370384,2969.739277777779,0.0,0.0,0.0,0.0
2025-02-01,08:30-08:40,1.061,0.0,0.0,577.8523166666666,541.8831666666666,0.0,35.96915000000001,0.0,0.0,2969.739277777779,2929.773555555557,0.0,0.0,0.0,0.0
2025-02-01,08:40-08:50,1.043,0.0,0.0,649.0800333333333,586.6261000000001,0.0,62.453933333333225,0.0,0.0,2929.773555555557,2860.3802962962977,0.0,0.0,0.0,0.0
2025-02-01,08:50-09:00,1.036,0.0,0.0,737.1266666666667,621.9499999999999,0.0,115.17666666666673,0.0,0.0,2860.3802962962977,2732.4062222222237,0.0,0.0,0.0,0.0
2025-02-01,09:00-09:10,1.0147,0.0,0.0,711.2534166666666,665.4293,0.0,45.824116666666555,0.0,0.0,2732.4062222222237,2681.490537037039,0.0,0.0,0.0,0.0
2025-02-01,09:10-09:20,0.9922,0.0,0.0,698.3616999999999,729.7222,0.0,0.0,0.0,31.360500000000116,2681.490537037039,2681.490537037039,0.0,0.0,0.0,0.0
2025-02-01,09:20-09:30,0.97,0.0,0.0,736.3866666666667,798.0875,0.0,0.0,0.0,61.70083333333332,2681.490537037039,2681.490537037039,0.0,0.0,0.0,0.0
2025-02-01,09:30-09:40,0.9422,0.0,0.0,733.2125666666667,838.3206833333334,0.0,0.0,0.0,105.10811666666666,2681.490537037039,2681.490537037039,0.0,0.0,0.0,0.0
2025-02-01,09:40-09:50,0.9569,0.0,0.0,697.1223666666666,867.3196166666667,0.0,0.0,0.0,170.19725000000005,2681.490537037039,2681.490537037039,0.0,0.0,0.0,0.0
2025-02-01,09:50-10:00,0.9977,0.0,0.0,678.5883333333334,894.0187500000001,0.0,0.0,0.0,215.4304166666667,2681.490537037039,2681.490537037039,0.0,0.0,0.0,0.0
2025-02-01,10:00-10:10,0.9919,0.0,0.0,711.4322000000001,911.8498333333333,0.0,0.0,0.0,200.41763333333324,2681.490537037039,2681.490537037039,0.0,0.0,0.0,0.0
2025-02-01,10:10-10:20,0.9588,0.0,0.0,706.70705,933.6272333333333,0.0,0.0,0.0,226.92018333333328,2681.490537037039,2681.490537037039,0.0,0.0,0.0,0.0
2025-02-01,10:20-10:30,0.9549,0.0,0.0,666.9933333333333,959.21875,0.0,0.0,0.0,292.22541666666666,2681.490537037039,2681.490537037039,0.0,0.0,0.0,0.0
2025-02-01,10:30-10:40,0.9839,0.0,0.0,678.7204333333333,979.8081666666667,0.0,0.0,0.0,301.0877333333334,2681.490537037039,2681.490537037039,0.0,0.0,0.0,0.0
2025-02-01,10:40-10:50,0.799,0.0,0.0,678.1305,1021.3479000000001,86.01341009268208,0.0,0.0,257.20398990731803,2681.490537037039,2758.9026061204527,0.0,0.0,0.0,0.0
2025-02-01,10:50-11:00,0.5025,0.0,0.0,652.9250000000001,1060.2749999999999,349.1316069444454,0.0,0.0,58.21839305555437,2758.9026061204527,3073.1210523704535,0.0,0.0,0.0,0.0
2025-02-01,11:00-11:10,0.4662,0.0,0.0,657.69435,1046.1778166666666,388.4834666666666,0.0,0.0,0.0,3073.1210523704535,3422.7561723704534,0.0,0.0,0.0,0.0
2025-02-01,11:10-11:20,0.5007,0.0,0.0,656.1017166666667,1051.3417833333333,395.2400666666666,0.0,0.0,0.0,3422.7561723704534,3778.4722323704536,0.0,0.0,0.0,0.0
2025-02-01,11:20-11:30,0.4827,0.0,0.0,654.535,1099.0625,444.52750000000003,0.0,0.0,0.0,3778.4722323704536,4178.546982370453,0.0,0.0,0.0,0.0
2025-02-01,11:30-11:40,0.4785,0.0,0.0,692.20855,1136.31565,444.10710000000006,0.0,0.0,0.0,4178.546982370453,4578.2433723704535,0.0,0.0,0.0,0.0
2025-02-01,11:40-11:50,0.4662,0.0,0.0,680.1494833333334,1128.4168166666666,448.2673333333332,0.0,0.0,0.0,4578.2433723704535,4981.683972370453,0.0,0.0,0.0,0.0
2025-02-01,11:50-12:00,0.4432,427.582666666667,0.0,640.0333333333333,1100.65625,460.6229166666667,0.0,0.0,0.0,4981.683972370453,5396.244597370453,189.50463786666683,94.75231893333341,0.0,94.75231893333341
2025-02-01,12:00-12:10,0.4411,433.2881611111113,375.1795611111113,676.8413833333333,1105.4832,803.8213777777779,0.0,0.0,0.0,5396.244597370453,6119.683837370454,25.63170346000001,12.815851730000006,0.0,178.3075561361112
2025-02-01,12:10-12:20,0.4551,59.200854389570225,59.200854389570225,663.0938,1089.4810666666667,485.58812105623696,0.0,0.0,0.0,6119.683837370454,6556.713146321067,0.0,0.0,0.0,26.94230883269341
2025-02-01,12:20-12:30,0.4463,504.26452222222247,414.40672222222213,594.0216666666666,1052.4125000000001,833.3333333333334,0.0,0.0,39.46422222222225,6556.713146321067,7306.713146321067,40.10353614000015,20.051768070000076,0.0,205.00148819777777
2025-02-01,12:30-12:40,0.4113,528.1223111111112,422.389911111111,601.1141666666666,1052.0977666666665,833.3333333333334,0.0,0.0,40.04017777777756,7306.713146321067,8056.713146321067,43.487736120000086,21.743868060000043,0.0,195.47283850000002
2025-02-01,12:40-12:50,0.5682,0.0,0.0,633.3353666666667,1058.98975,425.65438333333327,0.0,0.0,0.0,8056.713146321067,8439.802091321068,0.0,0.0,0.0,0.0
2025-02-01,12:50-13:00,0.8279,0.0,0.0,638.6816666666667,1052.2250000000001,413.5433333333334,0.0,0.0,0.0,8439.802091321068,8811.991091321068,0.0,0.0,0.0,0.0
2025-02-01,13:00-13:10,0.8636,0.0,0.0,619.3742333333333,1041.0229166666666,421.6486833333332,0.0,0.0,0.0,8811.991091321068,9191.474906321067,0.0,0.0,0.0,0.0
2025-02-01,13:10-13:20,0.8416,0.0,0.0,606.5044,1029.2288333333333,422.7244333333333,0.0,0.0,0.0,9191.474906321067,9571.926896321067,0.0,0.0,0.0,0.0
2025-02-01,13:20-13:30,0.8618,0.0,0.0,607.0133333333333,1017.28125,344.21600825436803,0.0,0.0,66.05190841229864,9571.926896321067,9881.721303749999,0.0,0.0,0.0,0.0
2025-02-01,13:30-13:40,0.8623,0.0,0.0,606.3183333333333,998.79405,215.95508888889222,0.0,0.0,176.52062777777448,9881.721303749999,10076.08088375,0.0,0.0,0.0,0.0
2025-02-01,13:40-13:50,0.9026,0.0,0.0,624.9272166666666,948.6343499999999,190.98515000000083,0.0,0.0,132.7219833333325,10076.08088375,10247.967518750002,0.0,0.0,0.0,0.0
2025-02-01,13:50-14:00,0.9754,0.0,0.0,641.645,875.1875,199.61519444444394,0.0,0.0,33.927305555556075,10247.967518750002,10427.621193750001,0.0,0.0,0.0,0.0
2025-02-01,14:00-14:10,1.0002,0.0,0.0,612.7233833333333,815.6234166666667,137.2065124999992,0.0,0.0,65.69352083333413,10427.621193750001,10551.107055,0.0,0.0,0.0,0.0
2025-02-01,14:10-14:20,0.9978,0.0,0.0,603.26775,769.5365666666667,79.22275416666606,0.0,0.0,87.04606250000062,10551.107055,10622.40753375,0.0,0.0,0.0,0.0
2025-02-01,14:20-14:30,1.0271,0.0,0.0,610.8116666666666,727.4,65.86911250000007,0.0,0.0,50.719220833333296,10622.40753375,10681.689735,0.0,0.0,0.0,0.0
2025-02-01,14:30-14:40,1.0906,0.0,0.0,571.6230833333333,684.0674,73.32415416666569,0.0,0.0,39.120162500001044,10681.689735,10747.681473749999,0.0,0.0,0.0,0.0
2025-02-01,14:40-14:50,0.9376,0.0,0.0,554.5942,648.3614333333334,58.13169583333446,0.0,0.0,35.635537499998904,10747.681473749999,10800.0,0.0,0.0,0.0,0.0
2025-02-01,14:50-15:00,0.6694,126.90504861111117,6.876445833333264,578.9233333333333,614.725,0.0,0.0,0.0,42.6781125,10800.0,10800.0,80.34714669944452,40.17357334972226,0.0,44.77666619055556
2025-02-01,15:00-15:10,0.66,231.75097916666664,108.43299305555547,593.822,565.3928500000001,0.0,0.0,0.0,80.00384305555554,10800.0,10800.0,81.38987083333338,40.69493541666669,0.0,112.26071083333332
2025-02-01,15:10-15:20,0.7217,282.1696041666669,160.70704583333338,603.3700333333334,505.4359666666667,0.0,0.0,0.0,62.77297916666669,10800.0,10800.0,87.65952834916679,43.829764174583396,0.0,159.8120391525001
2025-02-01,15:20-15:30,0.7308,205.7791194444444,166.76028194444422,608.655,450.6375,0.0,0.0,0.0,8.742781944444232,10800.0,10800.0,28.514966445000137,14.257483222500069,0.0,136.1258972674999
2025-02-01,15:30-15:40,0.7534,280.846413888889,206.04715138888884,596.7886500000001,413.6283,0.0,0.0,0.0,22.886801388888784,10800.0,10800.0,56.353764367500126,28.176882183750063,0.0,183.4128060401389
2025-02-01,15:40-15:50,0.7823,332.54179166666677,243.0608708333333,570.11095,375.9729,0.0,0.0,0.0,48.922820833333276,10800.0,10800.0,70.00092436791678,35.00046218395839,0.0,225.14698143687502
2025-02-01,15:50-16:00,0.8055,357.13908611111106,267.5258109697736,548.75,328.93125000000003,0.0,0.0,0.0,47.707060969773636,10800.0,10800.0,72.18349312634732,36.09174656317366,0.0,251.58378729932627
2025-02-01,16:00-16:10,0.8271,379.7698266249998,290.74293284371447,554.0824,281.17405,0.0,0.0,0.0,17.834582843714486,10800.0,10800.0,73.63414384650108,36.81707192325054,0.0,277.29055167828676
2025-02-01,16:10-16:20,0.8519,440.55242499999986,332.1545858582347,559.0360666666667,240.44151666666667,0.0,0.0,0.0,13.560035858234698,10800.0,10800.0,92.34411916486971,46.172059582434855,0.0,329.13455127506506
2025-02-01,16:20-16:30,0.8791,475.63206979166733,395.41907777778806,563.1066666666667,202.36249999999998,0.0,0.0,0.0,34.67491111112133,10800.0,10800.0,70.51524127940127,35.25762063970063,0.0,382.8705319141541
2025-02-01,16:30-16:40,0.9024,520.8364916666667,449.6204722222234,580.2863,155.51903333333334,0.0,0.0,0.0,24.85320555555677,10800.0,10800.0,64.26533594666563,32.132667973332815,0.0,437.87018210666724
2025-02-01,16:40-16:50,0.9163,470.42356249999995,431.00504999999896,532.8180166666667,106.71146666666668,0.0,0.0,0.0,4.898499999998933,10800.0,10800.0,36.119183003750905,18.059591501875452,0.0,412.9895188168745
2025-02-01,16:50-17:00,0.9264,396.01947083333334,384.6473777777776,446.78,59.706250000000004,0.0,2.426372222222369,0.0,0.0,10800.0,10797.304030864198,10.535107006666848,5.267553503333424,0.0,361.60488427666655
2025-02-01,17:00-17:10,0.9462,426.1470013888889,424.45226805555586,433.5435166666667,15.897433333333334,2.9955212620027143,0.0,0.0,3.8106634602197573,10797.304030864198,10800.0,1.6035566799997163,0.8017783399998581,0.0,402.4185143741669
2025-02-01,17:10-17:20,0.9742,411.8830675416679,411.8830675416679,439.7808,0.0,0.0,27.897732458332086,0.0,0.0,10800.0,10769.002519490743,0.0,0.0,0.0,401.25648439909287
2025-02-01,17:20-17:30,0.9862,420.16955694444437,420.16955694444437,436.1366666666667,0.0,0.0,15.967109722222347,0.0,0.0,10769.002519490743,10751.261286466051,0.0,0.0,0.0,414.371217058611
2025-02-01,17:30-17:40,0.976,440.06160000000017,440.06160000000017,445.99516666666665,0.68945,0.0,5.244116666666457,0.0,0.0,10751.261286466051,10745.434490169755,0.0,0.0,0.0,429.50012160000017
2025-02-01,17:40-17:50,1.0742,434.41534583333333,434.41534583333333,439.8926333333333,0.0,0.0,5.4772874999999885,0.0,0.0,10745.434490169755,10739.348615169754,0.0,0.0,0.0,466.6489644941667
2025-02-01,17:50-18:00,1.2313,0.0,0.0,428.47,0.0,0.0,428.47,0.0,0.0,10739.348615169754,10263.270837391976,0.0,0.0,0.0,0.0
2025-02-01,18:00-18:10,1.2561,0.0,0.0,454.18455,0.049499999999999995,0.0,454.13505,0.0,0.0,10263.270837391976,9758.676337391977,0.0,0.0,0.0,0.0
2025-02-01,18:10-18:20,1.2447,0.0,0.0,472.26531666666665,0.0,0.0,472.26531666666665,0.0,0.0,9758.676337391977,9233.937096651236,0.0,0.0,0.0,0.0
2025-02-01,18:20-18:30,1.2545,0.0,0.0,454.16833333333335,0.0,0.0,454.16833333333335,0.0,0.0,9233.937096651236,8729.305615169755,0.0,0.0,0.0,0.0
2025-02-01,18:30-18:40,1.2522,0.0,0.0,418.3761833333333,0.0035499999999999998,0.0,418.3726333333333,0.0,0.0,8729.305615169755,8264.447133688273,0.0,0.0,0.0,0.0
2025-02-01,18:40-18:50,1.2881,0.0,0.0,414.0822333333333,0.0,0.0,414.0822333333333,0.0,0.0,8264.447133688273,7804.3557633179025,0.0,0.0,0.0,0.0
2025-02-01,18:50-19:00,1.3466,0.0,0.0,432.1383333333333,0.0,0.0,432.1383333333333,0.0,0.0,7804.3557633179025,7324.202059614199,0.0,0.0,0.0,0.0
2025-02-01,19:00-19:10,1.3523,0.0,0.0,424.0143666666667,0.00025,0.0,424.0141166666667,0.0,0.0,7324.202059614199,6853.075263317903,0.0,0.0,0.0,0.0
2025-02-01,19:10-19:20,1.3445,0.0,0.0,442.41246666666666,0.0,0.0,442.41246666666666,0.0,0.0,6853.075263317903,6361.5058559104955,0.0,0.0,0.0,0.0
2025-02-01,19:20-19:30,1.3483,0.0,0.0,483.74666666666667,0.0,0.0,483.74666666666667,0.0,0.0,6361.5058559104955,5824.009559614199,0.0,0.0,0.0,0.0
2025-02-01,19:30-19:40,1.349,0.0,0.0,481.18446666666665,0.0,0.0,481.18446666666665,0.0,0.0,5824.009559614199,5289.360152206792,0.0,0.0,0.0,0.0
2025-02-01,19:40-19:50,1.3473,0.0,0.0,444.76593333333335,0.0,0.0,444.76593333333335,0.0,0.0,5289.360152206792,4795.175781836421,0.0,0.0,0.0,0.0
2025-02-01,19:50-20:00,1.3482,0.0,0.0,418.095,0.0,0.0,418.095,0.0,0.0,4795.175781836421,4330.625781836421,0.0,0.0,0.0,0.0
2025-02-01,20:00-20:10,1.3513,0.0,0.0,436.7405166666667,0.0,0.0,436.7405166666667,0.0,0.0,4330.625781836421,3845.3585410956803,0.0,0.0,0.0,0.0
2025-02-01,20:10-20:20,1.34,0.0,0.0,452.69785,0.0,0.0,452.69785,0.0,0.0,3845.3585410956803,3342.3609299845693,0.0,0.0,0.0,0.0
2025-02-01,20:20-20:30,1.3489,0.0,0.0,449.9683333333333,0.0,0.0,449.9683333333333,0.0,0.0,3342.3609299845693,2842.3961151697545,0.0,0.0,0.0,0.0
2025-02-01,20:30-20:40,1.3952,0.0,0.0,455.0667,0.0,0.0,455.0667,0.0,0.0,2842.3961151697545,2336.7664485030878,0.0,0.0,0.0,0.0
2025-02-01,20:40-20:50,1.2226,341.3815478433284,0.0,454.01236666666665,0.0,0.0,454.01236666666665,0.0,0.0,2336.7664485030878,1832.3082633179026,417.3730803932533,208.68654019662665,0.0,208.68654019662665
2025-02-01,20:50-21:00,0.9332,502.85,498.5133987012472,459.405,0.0,39.10839870124721,0.0,0.0,0.0,1832.3082633179026,1867.505822149025,4.04691633199615,2.023458165998075,0.0,467.23616183400196
2025-02-01,21:00-21:10,0.9068,504.4799166666666,504.4799166666666,497.4207666666667,0.0,7.059149999999931,0.0,0.0,0.0,1867.505822149025,1873.8590571490251,0.0,0.0,0.0,457.46238843333333
2025-02-01,21:10-21:20,0.9371,466.55958333333336,466.55958333333336,503.28313333333335,0.0,0.0,36.72354999999999,0.0,0.0,1873.8590571490251,1833.0551127045808,0.0,0.0,0.0,437.21298554166674
2025-02-01,21:20-21:30,0.9371,439.06666666666666,439.06666666666666,477.5566666666667,0.0,0.0,38.49000000000001,0.0,0.0,1833.0551127045808,1790.2884460379141,0.0,0.0,0.0,411.44937333333337
2025-02-01,21:30-21:40,0.9871,453.7258494999997,453.7258494999997,479.13595000000004,0.0,0.0,25.41010050000034,0.0,0.0,1790.2884460379141,1762.0550010379138,0.0,0.0,0.0,447.8727860414497
2025-02-01,21:40-21:50,0.7764,485.0745333333332,485.0745333333332,450.2041,0.0,34.87043333333321,0.0,0.0,0.0,1762.0550010379138,1793.4383910379138,0.0,0.0,0.0,376.6118676799999
2025-02-01,21:50-22:00,0.4209,1255.1566666666668,1255.1566666666668,392.08500000000004,0.0,833.3333333333334,0.0,0.0,29.73833333333323,1793.4383910379138,2543.438391037914,0.0,0.0,0.0,528.295441
2025-02-01,22:00-22:10,0.3859,1202.8026333333332,1202.8026333333332,371.76981666666666,0.0,831.0328166666666,0.0,0.0,0.0,2543.438391037914,3291.367926037914,0.0,0.0,0.0,464.1615362033333
2025-02-01,22:10-22:20,0.4368,390.1636166666666,390.1636166666666,363.5782166666667,0.0,26.58539999999988,0.0,0.0,0.0,3291.367926037914,3315.294786037914,0.0,0.0,0.0,170.42346775999997
2025-02-01,22:20-22:30,0.4198,1217.2333333333333,1217.2333333333333,359.1566666666667,0.0,833.3333333333334,0.0,0.0,24.743333333333112,3315.294786037914,4065.294786037914,0.0,0.0,0.0,510.99455333333333
2025-02-01,22:30-22:40,0.4186,1257.5738833333335,1257.5738833333335,382.05071666666663,0.0,833.3333333333334,0.0,0.0,42.189833333333354,4065.294786037914,4815.294786037914,0.0,0.0,0.0,526.4204275633334
2025-02-01,22:40-22:50,0.4241,1236.35965,1236.35965,417.16841666666664,0.0,819.1912333333335,0.0,0.0,0.0,4815.294786037914,5552.5668960379135,0.0,0.0,0.0,524.340127565
2025-02-01,22:50-23:00,0.4237,1188.19,1188.19,431.7966666666667,0.0,756.3933333333334,0.0,0.0,0.0,5552.5668960379135,6233.320896037913,0.0,0.0,0.0,503.43610300000006
