date,interval,price_yuan_per_kwh,plan_kwh,load_kwh,pv_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan,emergency_cost_yuan
2025-02-01,12:30-12:40,0.4113,472.36019999999996,601.1141666666666,1052.0977666666665,654.8911333333328,0.0,0.0,268.452666666667,8285.81861420668,8875.22063420668,194.28175026,0.0
2025-02-01,12:40-12:50,0.5682,0.0,633.3353666666667,1058.98975,166.74355000000003,0.0,0.0,258.9108333333332,8875.22063420668,9025.28982920668,0.0,0.0
2025-02-01,12:50-13:00,0.8279,0.0,638.6816666666667,1052.2250000000001,159.18166666666568,0.0,0.0,254.36166666666776,9025.28982920668,9168.55332920668,0.0,0.0
2025-02-01,13:00-13:10,0.8636,0.0,619.3742333333333,1041.0229166666666,212.56086666666508,0.0,0.0,209.08781666666815,9168.55332920668,9359.858109206678,0.0,0.0
2025-02-01,13:10-13:20,0.8416,0.0,606.5044,1029.2288333333333,255.64296666666957,0.0,0.0,167.08146666666374,9359.858109206678,9589.93677920668,0.0,0.0
2025-02-01,13:20-13:30,0.8618,0.0,607.0133333333333,1017.28125,227.4795833333317,0.0,0.0,182.78833333333498,9589.93677920668,9794.668404206679,0.0,0.0
2025-02-01,13:30-13:40,0.8623,0.0,606.3183333333333,998.79405,167.7636231036902,0.0,0.0,224.7120935629765,9794.668404206679,9945.655665,0.0,0.0
2025-02-01,13:40-13:50,0.9026,0.0,624.9272166666666,948.6343499999999,234.47423333333305,0.0,0.0,89.23290000000028,9945.655665,10156.682475,0.0,0.0
2025-02-01,13:50-14:00,0.9754,0.0,641.645,875.1875,217.9741666666681,0.0,0.0,15.568333333331907,10156.682475,10352.859225,0.0,0.0
2025-02-01,14:00-14:10,1.0002,0.0,612.7233833333333,815.6234166666667,182.23479999999978,0.0,0.0,20.66523333333356,10352.859225,10516.870545,0.0,0.0
2025-02-01,14:10-14:20,0.9978,0.0,603.26775,769.5365666666667,148.2060500000003,0.0,0.0,18.06276666666639,10516.870545,10650.25599,0.0,0.0
2025-02-01,14:20-14:30,1.0271,0.0,610.8116666666666,727.4,113.2391666666665,0.0,0.0,3.3491666666668607,10650.25599,10752.17124,0.0,0.0
2025-02-01,14:30-14:40,1.0906,0.0,571.6230833333333,684.0674,53.14306666666703,0.0,0.0,59.301249999999705,10752.17124,10800.0,0.0,0.0
2025-02-01,14:40-14:50,0.9376,0.0,554.5942,648.3614333333334,0.0,0.0,0.0,93.76723333333337,10800.0,10800.0,0.0,0.0
2025-02-01,14:50-15:00,0.6694,0.0,578.9233333333333,614.725,0.0,0.0,0.0,35.80166666666673,10800.0,10800.0,0.0,0.0
2025-02-01,15:00-15:10,0.66,40.621251606148036,593.822,565.3928500000001,0.0,0.0,0.0,12.1921016061481,10800.0,10800.0,26.810026060057705,0.0
2025-02-01,15:10-15:20,0.7217,56.12803333333329,603.3700333333334,505.4359666666667,0.0,41.8060333333342,0.0,0.0,10800.0,10753.54885185185,40.50760165666664,0.0
2025-02-01,15:20-15:30,0.7308,65.22700617284013,608.655,450.6375,0.0,92.79049382715985,0.0,0.0,10753.54885185185,10650.448303155006,47.667896111111574,0.0
2025-02-01,15:30-15:40,0.7534,166.47186666666664,596.7886500000001,413.6283,0.0,16.68848333333341,0.0,0.0,10650.448303155006,10631.905543895748,125.41990434666664,0.0
2025-02-01,15:40-15:50,0.7823,262.3869,570.11095,375.9729,68.24885,0.0,0.0,0.0,10631.905543895748,10693.329508895747,205.26527187000002,0.0
2025-02-01,15:50-16:00,0.8055,263.49250000000023,548.75,328.93125000000003,43.67375000000027,0.0,0.0,0.0,10693.329508895747,10732.635883895748,212.24320875000018,0.0
2025-02-01,16:00-16:10,0.8271,235.04096350000373,554.0824,281.17405,0.0,37.86738649999626,0.0,0.0,10732.635883895748,10690.561010006862,194.40238091085308,0.0
2025-02-01,16:10-16:20,0.8519,260.18973333333327,559.0360666666667,240.44151666666667,0.0,58.40481666666676,0.0,0.0,10690.561010006862,10625.666769266121,221.65563382666662,0.0
2025-02-01,16:20-16:30,0.8791,351.03750000000014,563.1066666666667,202.36249999999998,0.0,9.706666666666592,0.0,0.0,10625.666769266121,10614.881584080937,308.5970662500001,0.0
2025-02-01,16:30-16:40,0.9024,442.6268833333331,580.2863,155.51903333333334,17.85961666666651,0.0,0.0,0.0,10614.881584080937,10630.955239080937,399.4264995199998,0.0
2025-02-01,16:40-16:50,0.9163,410.7362333333333,532.8180166666667,106.71146666666668,0.0,15.370316666666724,0.0,0.0,10630.955239080937,10613.877109451307,376.3576106033333,0.0
2025-02-01,16:50-17:00,0.9264,381.2704166666666,446.78,59.706250000000004,0.0,5.803333333333342,0.0,0.0,10613.877109451307,10607.428961303158,353.20891399999994,0.0
2025-02-01,17:00-17:10,0.9462,432.1261166666666,433.5435166666667,15.897433333333334,14.48003333333321,0.0,0.0,0.0,10607.428961303158,10620.460991303158,408.87773158999994,0.0
2025-02-01,17:10-17:20,0.9742,450.6444166666667,439.7808,0.0,10.863616666666701,0.0,0.0,0.0,10620.460991303158,10630.238246303159,439.0177907166667,0.0
2025-02-01,17:20-17:30,0.9862,423.2516666666666,436.1366666666667,0.0,0.0,12.885000000000105,0.0,0.0,10630.238246303159,10615.921579636492,417.4107936666666,0.0
2025-02-01,17:30-17:40,0.976,440.55768333333333,445.99516666666665,0.68945,0.0,4.7480333333332965,0.0,0.0,10615.921579636492,10610.6459870439,429.9842989333333,0.0
2025-02-01,17:40-17:50,1.0742,404.09623333333326,439.8926333333333,0.0,0.0,35.79640000000006,0.0,0.0,10610.6459870439,10570.872209266121,434.0801738466666,0.0
2025-02-01,17:50-18:00,1.2313,0.0,428.47,0.0,0.0,428.47,0.0,0.0,10570.872209266121,10094.794431488343,0.0,0.0
2025-02-01,18:00-18:10,1.2561,0.0,454.18455,0.049499999999999995,0.0,454.13505,0.0,0.0,10094.794431488343,9590.199931488343,0.0,0.0
2025-02-01,18:10-18:20,1.2447,0.0,472.26531666666665,0.0,0.0,472.26531666666665,0.0,0.0,9590.199931488343,9065.460690747603,0.0,0.0
2025-02-01,18:20-18:30,1.2545,0.0,454.16833333333335,0.0,0.0,454.16833333333335,0.0,0.0,9065.460690747603,8560.829209266121,0.0,0.0
2025-02-01,18:30-18:40,1.2522,0.0,418.3761833333333,0.0035499999999999998,0.0,418.3726333333333,0.0,0.0,8560.829209266121,8095.97072778464,0.0,0.0
2025-02-01,18:40-18:50,1.2881,0.0,414.0822333333333,0.0,0.0,414.0822333333333,0.0,0.0,8095.97072778464,7635.87935741427,0.0,0.0
2025-02-01,18:50-19:00,1.3466,0.0,432.1383333333333,0.0,3.126388037344441e-12,432.13833333333645,0.0,0.0,7635.87935741427,7155.725653710566,0.0,0.0
2025-02-01,19:00-19:10,1.3523,0.0,424.0143666666667,0.00025,0.0,424.0141166666667,0.0,0.0,7155.725653710566,6684.598857414269,0.0,0.0
2025-02-01,19:10-19:20,1.3445,0.0,442.41246666666666,0.0,0.0,442.41246666666666,0.0,0.0,6684.598857414269,6193.029450006862,0.0,0.0
2025-02-01,19:20-19:30,1.3483,0.0,483.74666666666667,0.0,0.0,483.74666666666667,0.0,0.0,6193.029450006862,5655.533153710566,0.0,0.0
2025-02-01,19:30-19:40,1.349,0.0,481.18446666666665,0.0,0.0,481.18446666666665,0.0,0.0,5655.533153710566,5120.883746303159,0.0,0.0
2025-02-01,19:40-19:50,1.3473,0.0,444.76593333333335,0.0,0.0,444.76593333333335,0.0,0.0,5120.883746303159,4626.699375932788,0.0,0.0
2025-02-01,19:50-20:00,1.3482,0.0,418.095,0.0,0.0,418.095,0.0,0.0,4626.699375932788,4162.149375932788,0.0,0.0
2025-02-01,20:00-20:10,1.3513,0.0,436.7405166666667,0.0,0.0,436.7405166666667,0.0,0.0,4162.149375932788,3676.882135192047,0.0,0.0
2025-02-01,20:10-20:20,1.34,0.0,452.69785,0.0,0.0,452.69785,0.0,0.0,3676.882135192047,3173.884524080936,0.0,0.0
2025-02-01,20:20-20:30,1.3489,0.0,449.9683333333333,0.0,0.0,449.9683333333333,0.0,0.0,3173.884524080936,2673.919709266121,0.0,0.0
2025-02-01,20:30-20:40,1.3952,0.0,455.0667,0.0,0.0,455.0667,0.0,0.0,2673.919709266121,2168.2900425994544,0.0,0.0
2025-02-01,20:40-20:50,1.2226,0.0,454.01236666666665,0.0,0.0,454.01236666666665,0.0,0.0,2168.2900425994544,1663.8318574142693,0.0,0.0
2025-02-01,20:50-21:00,0.9332,506.44833333333327,459.405,0.0,47.043333333333294,2.0463630789890883e-13,0.0,2.0463630789890883e-13,1663.8318574142693,1706.170857414269,472.61758466666663,0.0
2025-02-01,21:00-21:10,0.9068,518.0660333333333,497.4207666666667,0.0,20.6452666666666,0.0,0.0,0.0,1706.170857414269,1724.7515974142689,469.78227902666663,0.0
2025-02-01,21:10-21:20,0.9371,466.96051378600833,503.28313333333335,0.0,0.0,36.32261954732502,0.0,0.0,1724.7515974142689,1684.3931312505745,437.5886974688684,0.0
2025-02-01,21:20-21:30,0.9371,442.2233333333334,477.5566666666667,0.0,0.0,35.33333333333326,0.0,0.0,1684.3931312505745,1645.1338719913153,414.4074856666668,0.0
2025-02-01,21:30-21:40,0.9871,459.87126666666666,479.13595000000004,0.0,0.0,19.26468333333338,0.0,0.0,1645.1338719913153,1623.7286682876115,453.93892732666666,0.0
2025-02-01,21:40-21:50,0.7764,461.4059666666667,450.2041,0.0,11.201866666666717,0.0,0.0,0.0,1623.7286682876115,1633.8103482876115,358.23559252,0.0
2025-02-01,21:50-22:00,0.4209,1254.1916666666668,392.08500000000004,0.0,833.3333333333334,0.0,0.0,28.773333333333426,1633.8103482876115,2383.8103482876113,527.8892725000001,0.0
2025-02-01,22:00-22:10,0.3859,1202.8026333333332,371.76981666666666,0.0,831.0328166666666,0.0,0.0,0.0,2383.8103482876113,3131.7398832876115,464.1615362033333,0.0
2025-02-01,22:10-22:20,0.4368,444.8259833333333,363.5782166666667,0.0,81.24776666666656,0.0,0.0,0.0,3131.7398832876115,3204.8628732876114,194.29998952,0.0
2025-02-01,22:20-22:30,0.4198,1262.69,359.1566666666667,0.0,833.3333333333334,0.0,0.0,70.19999999999993,3204.8628732876114,3954.8628732876114,530.077262,0.0
2025-02-01,22:30-22:40,0.4186,1268.0939833333334,382.05071666666663,0.0,833.3333333333334,0.0,0.0,52.709933333333424,3954.8628732876114,4704.862873287611,530.8241414233335,0.0
2025-02-01,22:40-22:50,0.4241,1234.1861666666666,417.16841666666664,0.0,817.01775,0.0,0.0,0.0,4704.862873287611,5440.178848287611,523.4183532833333,0.0
2025-02-01,22:50-23:00,0.4237,1192.605,431.7966666666667,0.0,760.8083333333334,0.0,0.0,0.0,5440.178848287611,6124.906348287611,505.30673850000005,0.0
2025-02-01,23:00-23:10,0.4248,435.8735166666646,406.46495,0.0,29.408566666664626,0.0,0.0,0.0,6124.906348287611,6151.374058287609,185.15906987999912,0.0
2025-02-01,23:10-23:20,0.424,1206.8763333333334,400.95986666666664,0.0,805.9164666666668,0.0,0.0,0.0,6151.374058287609,6876.698878287609,511.71556533333336,0.0
2025-02-01,23:20-23:30,0.422,1239.305,409.945,0.0,829.3600000000001,0.0,0.0,0.0,6876.698878287609,7623.122878287609,522.98671,0.0
2025-02-01,23:30-23:40,0.424,1211.19885,387.2367,0.0,823.9621500000001,0.0,0.0,0.0,7623.122878287609,8364.688813287608,513.5483124,0.0
2025-02-01,23:40-23:50,0.4271,489.6845,454.71015000000006,0.0,34.97434999999996,0.0,0.0,0.0,8364.688813287608,8396.165728287608,209.14424995,0.0
2025-02-01,23:50-24:00,0.4276,597.9083333333332,580.8233333333334,0.0,17.08499999999981,0.0,0.0,0.0,8396.165728287608,8411.542228287608,255.66560333333325,0.0
2025-02-02,00:00-00:10,0.4248,933.240385235991,598.66405,0.0,334.576335235991,0.0,0.0,3.274180926382541e-12,8411.542228287608,8712.66093,396.44051564824895,0.0
2025-02-02,00:10-00:20,0.4245,1403.0268666666666,581.7344833333333,0.0,821.2923833333333,0.0,0.0,0.0,8712.66093,9451.824075,595.5849049,0.0
2025-02-02,00:20-00:30,0.4269,613.5683333333333,584.5933333333334,0.0,28.97499999999991,0.0,0.0,0.0,9451.824075,9477.901575,261.9323215,0.0
2025-02-02,00:30-00:40,0.4272,637.7617333333333,586.1028666666667,0.0,51.65886666666654,0.0,0.0,0.0,9477.901575,9524.394554999999,272.45181248,0.0
2025-02-02,00:40-00:50,0.4271,635.0249166666666,587.1968666666667,0.0,47.82804999999996,0.0,0.0,0.0,9524.394554999999,9567.439799999998,271.2191419083333,0.0
2025-02-02,00:50-01:00,0.4285,681.015,596.0733333333334,0.0,84.9416666666666,0.0,0.0,0.0,9567.439799999998,9643.887299999999,291.8149275,0.0
2025-02-02,01:00-01:10,0.4311,664.3242333333335,612.0548166666666,0.0,52.26941666666687,0.0,0.0,0.0,9643.887299999999,9690.929774999999,286.39017699000004,0.0
2025-02-02,01:10-01:20,0.4302,688.3477333333333,598.3243,0.0,90.02343333333329,0.0,0.0,0.0,9690.929774999999,9771.950864999999,296.12719488,0.0
2025-02-02,01:20-01:30,0.4279,675.7633333333333,572.2333333333333,0.0,49.64971666666577,0.0,0.0,53.880283333334205,9771.950864999999,9816.635609999998,289.15913033333334,0.0
2025-02-02,01:30-01:40,0.4312,607.2157333333333,591.6527333333333,0.0,0.0,0.0,0.0,15.562999999999988,9816.635609999998,9816.635609999998,261.8314242133334,0.0
2025-02-02,01:40-01:50,0.4333,600.0041333333334,624.2957,0.0,0.0,24.291566666666654,0.0,0.0,9816.635609999998,9789.644980370367,259.9817909733334,0.0
2025-02-02,01:50-02:00,0.4311,666.6683333333333,628.665,0.0,38.00333333333333,0.0,0.0,0.0,9789.644980370367,9823.847980370367,287.4007185,0.0
2025-02-02,02:00-02:10,0.4293,717.9459,599.0741166666667,0.0,118.87178333333338,0.0,0.0,0.0,9823.847980370367,9930.832585370366,308.21417487,0.0
2025-02-02,02:10-02:20,0.4324,691.9821000000001,611.8605833333334,0.0,30.787555144035608,0.0,0.0,49.3339615226311,9930.832585370366,9958.541384999999,299.21306004,0.0
2025-02-02,02:20-02:30,0.4367,701.0383333333333,647.1383333333333,0.0,0.0,0.0,0.0,53.89999999999998,9958.541384999999,9958.541384999999,306.1434401666666,0.0
2025-02-02,02:30-02:40,0.4348,655.1345333333334,618.5352333333334,0.0,0.0,0.0,0.0,36.59929999999997,9958.541384999999,9958.541384999999,284.85249509333335,0.0
2025-02-02,02:40-02:50,0.4335,626.9875666666667,632.8425166666667,0.0,0.0,5.854950000000031,0.0,0.0,9958.541384999999,9952.035885,271.79911015,0.0
