date,plan_total,emergency_total,plan_cost,emergency_cost,total_cost,unused_total,soc_start,soc_end,expected_emergency_cost
2025-03-26,62693.20195052675,4.536371278618389e-14,38495.73674967252,9.905166686863253e-14,38495.73674967252,3258.706201440344,8224.090667777777,8336.368409476452,2407.60803069292
2025-03-27,53652.26651464398,3504.2143481711437,34038.035900625735,21882.483196798617,55920.51909742435,10.107416666666722,8336.368409476452,3963.065617407406,2208.886070850052
2025-03-28,28404.205864379463,0.0,14632.254454598607,0.0,14632.254454598607,15119.38528957357,3963.065617407406,3647.502424999991,252.52179915097736
2025-03-29,34438.664928588485,71.05644474073907,16985.16815648748,339.40505174828616,17324.573208235768,18675.928320781895,3647.502424999991,8432.160067222221,22.631684081414
2025-03-30,62196.72587880864,23.769116666666605,37569.19125456875,85.77085749166645,37654.96211206042,2322.3336318271586,8432.160067222221,8914.985056355557,0.0
2025-03-31,62205.53694318313,174.5682085983356,37649.51213861685,1031.587043570765,38681.09918218761,2262.405515020577,8914.985056355557,8376.749142222221,200.2386507768711
2025-04-01,65740.29772954117,1.0231815394945443e-12,39467.10913731356,2.9201601137174293e-12,39467.10913731356,1800.283855221951,8376.749142222221,8196.410184629627,174.48639384022943
2025-04-02,66606.54124354734,715.3554410000031,40109.837163645054,3475.456967166682,43585.29413081174,3087.251663580264,8196.410184629627,8028.278974259251,219.62155031553567
2025-04-03,62952.38731225516,223.9302499924558,39070.06789393797,1298.4333657661796,40368.50125970415,8699.458645469145,8028.278974259251,3645.8877562879075,19.010509458711347
2025-04-04,29092.383656182163,5.684341886080802e-14,14515.24887310034,1.2065015653206501e-13,14515.24887310034,18614.88415452675,3645.8877562879075,4851.745380925931,82.07346894069423
2025-04-05,31705.102779067904,1431.0784602654273,15678.301760812388,8098.553663308732,23776.85542412112,15249.812687242804,4851.745380925931,7888.354215000003,65.9382951591551
2025-04-06,64991.54634048355,0.0,39438.67387481636,0.0,39438.67387481636,6827.031180658434,7888.354215000003,8080.760244077779,327.2863626681565
2025-04-07,61633.83298018312,0.0,37305.95442361132,0.0,37305.95442361132,4929.1531471193375,8080.760244077779,7997.011674074062,241.9071934997356
2025-04-08,61679.162793621406,62.73335600000012,37205.676978634976,340.6661738382509,37546.34315247323,3653.9569327160452,7997.011674074062,7722.641402777779,267.766867417278
2025-04-09,61121.15211241527,1826.4581626243744,36926.89281986172,12019.719587209984,48946.612407071705,249.39898662551786,7722.641402777779,7815.130322783823,974.1646076173369
2025-04-10,60935.936298170265,65.47937946502033,37597.0271975686,399.3894604026451,37996.41665797124,7111.985103248999,7815.130322783823,4005.391237222227,1136.6721621397824
2025-04-11,27323.328851871884,0.0,13945.119575455188,0.0,13945.119575455188,19399.414670876547,4005.391237222227,3967.409024174076,44.531714120475456
2025-04-12,31952.083996343616,340.9024441666709,15666.744598715537,1644.6029286111866,17311.347527326725,16053.756649794235,3967.409024174076,8231.002880925931,107.71582109203214
2025-04-13,54571.52921395474,2823.3685460573133,33178.55291762698,17849.699032517467,51028.25195014445,5.448250000000197,8231.002880925931,7983.71711851852,1759.6195922559082
2025-04-14,55461.72047812498,909.5688657055748,33275.7220658382,5235.191819760087,38510.91388559829,17.839216666667085,7983.71711851852,8082.5011211111105,2070.2228050631293
2025-04-15,53735.41873037583,1238.3148545208219,32317.0043438855,5747.355718062543,38064.36006194804,968.5636084362021,8082.5011211111105,8197.434603518519,1186.4007962309238
2025-04-16,54513.24200605966,4413.499614220169,32909.218483156306,27572.27248736387,60481.49097052017,86.99883333333321,8197.434603518519,8134.835316666661,1659.0294020198328
2025-04-17,51299.061310551115,261.01059999772156,31674.995542521923,1491.7372586562917,33166.732801178216,504.46060714532314,8134.835316666661,3055.372410874078,2165.0950270574267
2025-04-18,26240.367721197526,14.048424682472039,13176.206825774483,30.60449317076557,13206.811318945249,17531.03758079218,3055.372410874078,2895.893300000002,126.65550637912075
2025-04-19,31649.715216483775,87.91758733333356,15218.471678159258,346.0220947773342,15564.493772936592,16524.260771604942,2895.893300000002,8187.807561755834,79.04023294746476
2025-04-20,61429.06559747911,0.0,36391.520753770776,0.0,36391.520753770776,5516.553522448552,8187.807561755834,8393.314092407405,116.4932683803012
2025-04-21,61458.27824694846,3.637978807091713e-12,36380.922392623266,1.3704266166314482e-11,36380.92239262328,9734.231113547223,8393.314092407405,8141.835525925924,153.86607690694052
2025-04-22,56193.654079603824,512.2415851666647,33263.75707672429,2616.1354778373334,35879.89255456162,972.8099701646104,8141.835525925924,7925.150473904556,199.58149251060004
2025-04-23,61965.02027622744,56.19828050000254,36046.856994161106,271.06095382801146,36317.91794798912,6317.295272016456,7925.150473904556,8534.27823,174.32354648272434
2025-04-24,50447.77469465624,0.0,31165.48038097237,0.0,31165.48038097237,6734.821868240749,8534.27823,2296.729393333332,566.73825366781
2025-04-25,25385.70721376543,1.1368683772161603e-12,12336.120032249906,5.208562470215838e-12,12336.120032249912,21044.774861707814,2296.729393333332,2195.5874940351882,205.9726835020964
2025-04-26,31733.5028034545,1077.4019283333328,14943.885613276223,5359.4469747341645,20303.332588010388,24226.712590702635,2195.5874940351882,7803.58728473683,229.33525325489518
2025-04-27,53016.49759792183,360.5767705166644,31881.588986846342,2217.6981952320093,34099.28718207835,956.8437418785923,7803.58728473683,7794.241509259256,201.07491714330672
2025-04-28,55682.85790529786,4354.714421788331,33512.164006074374,27487.27405312226,60999.43805919663,49.56330000000003,7794.241509259256,8192.271206851856,1263.1576081342198
2025-04-29,66108.62354657408,61.9038996666673,38857.4102763346,418.8785586268375,39276.28883496144,15166.447013611107,8192.271206851856,8573.201865072226,287.7540112463554
2025-04-30,55572.55913091717,0.0,34099.20493912835,0.0,34099.20493912835,4412.227843672838,8573.201865072226,8040.022507042595,66.56159600794768
2025-05-01,50060.85253621865,2331.683420320993,30859.942556609658,13643.97677484364,44503.9193314533,4947.936864662556,8040.022507042595,1236.772266088845,33.42254391013641
2025-05-02,26717.416252288116,3772.3893074999955,13063.578036751247,19833.896513383494,32897.47455013474,13225.158066666667,1236.772266088845,1870.521407962962,238.471725112612
2025-05-03,33146.222674801145,1587.1510724794225,15901.904327605285,8808.620909443915,24710.5252370492,16616.442817913572,1870.521407962962,7902.437516939547,837.8428385890418
2025-05-04,60000.12699538533,1727.2881804607855,35443.266233244256,10607.555511492734,46050.82174473699,7171.869683145212,7902.437516939547,7442.793403888889,1314.7373435872066
2025-05-05,58471.031451828356,2740.323858333334,34073.84041425498,15352.706051437499,49426.546465692474,1647.5604847736688,7442.793403888889,7957.554928518519,1578.7938554432465
2025-05-06,52814.62365332171,2772.2556458243766,31745.579818779108,13121.942235351184,44867.52205413029,5.287733333333222,7957.554928518519,6889.78806518519,3384.5115614402207
2025-05-07,53237.20113976192,5495.233449404749,32198.18612524077,28723.994228794865,60922.180354035634,21.947333333333432,6889.78806518519,7162.499142407404,3474.7815342408103
2025-05-08,57928.89513781436,35.99925000000001,37528.499138989064,243.22893262499986,37771.72807161407,2224.756339711935,7162.499142407404,4010.775793662548,1247.4524022984908
2025-05-09,27104.185957514408,109.12739001440376,14911.328842326235,431.1621363316109,15342.490978657846,16438.20905,4010.775793662548,3781.6011425834367,1196.5036363603526
2025-05-10,33889.55420597725,1.1191048088221578e-14,18022.12758119269,2.462590131813158e-14,18022.12758119269,13593.116733539096,3781.6011425834367,9017.478298518512,1351.9974817889963
2025-05-11,66276.97586232098,27.56166666666661,41282.01552004789,185.80697583333296,41467.82249588122,6844.866873251022,9017.478298518512,9854.170754814813,1229.352763079728
2025-05-12,62523.360083127576,0.0,38797.983307657414,0.0,38797.983307657414,7577.601113332223,9854.170754814813,9817.921159685186,1149.3958271745146
2025-05-13,58804.9819245298,0.0,37179.49161790841,0.0,37179.49161790841,2385.7661859176974,9817.921159685186,9737.258860706448,1130.6729088466673
2025-05-14,61036.440191088,0.0,38167.26957852517,0.0,38167.26957852517,4536.3586905349875,9737.258860706448,10009.815302370826,1104.7455641316094
2025-05-15,52618.11651563682,0.0,34370.85010586559,0.0,34370.85010586559,3796.5578598698344,10009.815302370826,3333.1208405523225,1327.950791470456
2025-05-16,27333.080706813358,2.078337502098293e-13,15166.046469184199,4.65111149594577e-13,15166.046469184199,22241.973495266808,3333.1208405523225,3453.410069833102,1357.2966988663234
2025-05-17,29893.00313475309,214.4906270000018,15954.298010390488,467.4308199239889,16421.728830314478,14598.486380041157,3453.410069833102,5748.376079814817,2495.986059646019
2025-05-18,63143.60665715452,0.0,39269.95844208442,0.0,39269.95844208442,1402.8143356956768,5748.376079814817,9974.97522,2548.9814034767205
2025-05-19,60221.770062767006,56.19166666666672,37215.47085272481,378.9846958333337,37594.455548558144,9791.9668424595,9974.97522,9651.253205857696,1133.346175574718
2025-05-20,53830.28370572065,1390.5616031261407,34302.97106501866,7119.213361805985,41422.18442682465,66.15371666666934,9651.253205857696,7295.997374222668,1369.3941078630064
2025-05-21,64697.403780892644,0.0,39231.67427037783,0.0,39231.67427037783,7953.894562345682,7295.997374222668,9367.32238070555,2271.0286653219932
2025-05-22,47051.648558512665,0.0,31153.584871874154,0.0,31153.584871874154,92.72532972870081,9367.32238070555,2751.8169375925877,3376.726784026065
2025-05-23,27146.79633700412,137.55151750000084,14938.872048709934,569.1741071783351,15508.046155888269,17581.654102840017,2751.8169375925877,3703.9865218518544,765.3011344233503
2025-05-24,33884.97091540124,9.592326932761352e-15,18059.592249630303,2.7376501066100897e-14,18059.592249630303,21321.173382716046,3703.9865218518544,9574.805042101054,532.4861013135047
2025-05-25,56709.450956163295,3.197442310920451e-14,35483.110355832294,7.035971805180451e-14,35483.110355832294,5339.08338477366,9574.805042101054,9197.107085162383,2879.2833674128433
2025-05-26,51193.74106273727,3446.6772689684412,33139.604958894626,21892.50103556753,55032.10599446215,50.84064999999987,9197.107085162383,6619.458583957409,3404.7710653587974
2025-05-27,63669.07990761973,0.0,38807.88306722964,0.0,38807.88306722964,7343.526107978965,6619.458583957409,10043.137062700047,4844.754963144516
2025-05-28,54624.228776697535,782.435281118333,34843.64674481815,4951.903621377917,39795.55036619607,397.79126666666724,10043.137062700047,9314.003039814816,3186.1054942682968
2025-05-29,59801.49836442289,2.9467628337442873e-12,37714.50798609452,6.2589242588728665e-12,37714.507986094526,8198.877599277916,9314.003039814816,3842.4158744860233,163.90677295990002
2025-05-30,27628.78693192276,2.2737367544323206e-13,15363.96385892044,4.956746124662459e-13,15363.96385892044,18651.98856255144,3842.4158744860233,3947.1825239757673,563.9614333078935
2025-05-31,34339.438017088476,2.8421709430404007e-13,18382.35246454891,6.145626230136259e-13,18382.35246454891,17107.456494238686,3947.1825239757673,9746.396632407403,509.2892989675961
2025-06-01,63986.275847643934,7289.990842926834,39872.410855404414,42455.06470845606,82327.47556386047,40.45248333333373,9746.396632407403,6712.31255425926,225.96011288601207
2025-06-02,73973.7486117614,4774.41967795052,44874.231140385986,26142.81505602751,71017.04619641349,6439.6376979982715,6712.31255425926,6488.417020185187,766.9008003553895
2025-06-03,65229.666953279826,6929.1765461933255,39677.3287273007,42095.84420019357,81773.17292749428,37.32543333333308,6488.417020185187,7102.882782592591,4364.805539993036
2025-06-04,71767.53287613051,4227.430379115225,42977.37843381938,23635.492874994503,66612.87130881389,2606.2116508765494,7102.882782592591,6951.381683284133,2457.815617143293
2025-06-05,66741.65065511024,4147.189627738023,42203.04379113949,21641.65981803203,63844.70360917152,2075.173466666667,6951.381683284133,1200.0,2413.373245298127
2025-06-06,30567.1999066214,6664.611242625513,15298.399593836693,33820.58606979824,49118.985663634936,2940.58711666667,1200.0,2008.437942021033,3671.6788944190685
2025-06-07,36545.76322614947,3252.176951220162,18659.964257132182,18502.259231558925,37162.2234886911,746.9766430041092,2008.437942021033,6820.137987222222,5080.675523473194
2025-06-08,86694.61671796982,0.0,55476.96882843013,0.0,55476.96882843013,14626.780645953364,6820.137987222222,10571.255381481471,3879.699194989562
2025-06-09,71867.43761592594,2670.12795468107,46839.91500909166,17351.556370455837,64191.471379547496,1886.1232732510161,10571.255381481471,8905.09193777778,2954.4467927290584
2025-06-10,80116.64205665226,0.0,51877.24798375545,0.0,51877.24798375545,2762.052916921808,8905.09193777778,10624.697906666668,3102.7827693853424
2025-06-11,80030.48611539917,1719.6411294599998,51738.18985145392,9035.772161920639,60773.96201337456,2942.8914234567937,10624.697906666668,9280.201194259264,3326.641826420786
2025-06-12,80184.224537072,0.0,53939.26703400824,0.0,53939.26703400824,7229.635658882713,9280.201194259264,6763.987374999996,3427.0901006663676
2025-06-13,36669.56291080009,0.0,22756.77268978789,0.0,22756.77268978789,5790.955498747616,6763.987374999996,6539.457878141928,2384.849618754013
2025-06-14,43484.13871002206,0.0,25625.165343331242,0.0,25625.165343331242,10073.578606522631,6539.457878141928,10780.485332407408,2398.9247301465334
2025-06-15,81384.85705411521,0.0,53237.929086619595,0.0,53237.929086619595,7059.838276230765,10780.485332407408,10800.0,1904.6083994082717
2025-06-16,82380.65439099606,0.0,52974.08563438277,0.0,52974.08563438277,5851.895874117465,10800.0,10701.403092455415,1840.8578778233043
2025-06-17,83600.31392257425,0.0,54016.60501285833,0.0,54016.60501285833,5249.427918366246,10701.403092455415,10427.800626012802,1793.8569507888246
2025-06-18,85298.57904984156,0.0,55525.88368354196,0.0,55525.88368354196,11055.109606692702,10427.800626012802,10349.483340370369,2427.8690737689553
2025-06-19,75673.22765242594,0.0,50395.28295100613,0.0,50395.28295100613,8546.200295064318,10349.483340370369,6150.8853120759,2277.774638441284
2025-06-20,35733.01597162623,0.0,22070.931776038095,0.0,22070.931776038095,11090.492897530861,6150.8853120759,5914.7993613191575,1454.2710323304827
2025-06-21,41995.9195128786,0.0,24669.619240509917,0.0,24669.619240509917,14789.602747736624,5914.7993613191575,10642.89107703704,1596.1850018735006
2025-06-22,74301.16092667819,0.0,48518.36161790532,0.0,48518.36161790532,3908.3603310377393,10642.89107703704,10030.384492037037,2412.0706186844027
2025-06-23,77580.29221625377,0.0,49932.63288190144,0.0,49932.63288190144,6920.879721175638,10030.384492037037,9768.272023703701,2803.487662633345
2025-06-24,78901.9111631354,2238.2849771666724,51368.11577429883,11689.87839298719,63057.994167286015,2007.405303571606,9768.272023703701,8783.600985000003,1632.725741420606
2025-06-25,85910.45685505554,0.0,55565.393412533056,0.0,55565.393412533056,11226.929480864195,8783.600985000003,9743.673975185186,3381.173199050953
2025-06-26,76770.40105695567,0.0,50233.12814115346,0.0,50233.12814115346,8952.376883932835,9743.673975185186,6927.031087830361,2831.22601265654
2025-06-27,33765.17092691975,0.0,20491.093646540732,0.0,20491.093646540732,11928.791865185183,6927.031087830361,6301.377739964816,1144.7078136193895
2025-06-28,40449.73454543084,0.0,23251.562525013447,0.0,23251.562525013447,11573.198620987658,6301.377739964816,10310.468086243714,1513.7303537141443
2025-06-29,75767.1001303074,0.0,49189.586534663315,0.0,49189.586534663315,3480.926095497746,10310.468086243714,9864.663971851847,3351.201607333457
2025-06-30,77701.98868280987,0.0,50741.13401686316,0.0,50741.13401686316,3807.9827701385957,9864.663971851847,10165.195327037038,2637.5978984905955
2025-07-01,77434.09957693679,1927.0187715000034,51237.2484846353,11170.403440195267,62407.65192483057,496.1228999999996,10165.195327037038,6502.344737962963,3376.6961968278556
2025-07-02,75088.29397172402,2472.787807053489,47684.993599314876,12351.678553330734,60036.67215264561,1561.4784096707763,6502.344737962963,5750.8529656627325,4075.2331976700148
2025-07-03,61761.218008158714,15356.317184269526,40031.08084575402,79109.01374910574,119140.09459485975,0.0,5750.8529656627325,1230.8125035185187,4309.000681303483
2025-07-04,32425.333867565845,8661.232223534975,17732.764381780056,35722.79968572383,53455.56406750389,9911.440166666665,1230.8125035185187,1200.0,4737.703640523298
2025-07-05,39597.95327647737,6815.572388648148,21771.81497038721,29043.967667459186,50815.782637846394,10363.689966666665,1200.0,5666.23531814815,3233.2981839833838
2025-07-06,68395.66852380961,13747.194763641004,43609.010637424435,73233.54044466354,116842.55108208797,0.0,5666.23531814815,5503.748551666668,4113.84105629424
2025-07-07,74135.7963053601,3829.9233078744837,47096.82159054521,13265.66917898399,60362.4907695292,135.30633333333384,5503.748551666668,6173.997858148148,4150.82226661833
2025-07-08,85953.39376803578,2.5579538487363604e-14,55131.25308988958,1.099920154956635e-13,55131.25308988958,2437.288934567901,6173.997858148148,9808.636351851845,4063.2399564058
2025-07-09,84986.02194061228,0.0,55320.012389141935,0.0,55320.012389141935,7017.585382027626,9808.636351851845,10126.503023148145,8612.587171321024
2025-07-10,78743.85154284998,0.0,52626.38810255311,0.0,52626.38810255311,7094.732615913295,10126.503023148145,5774.089825925928,6788.442660579839
2025-07-11,45551.0686831514,0.0,28608.573219276266,0.0,28608.573219276266,10425.366966015605,5774.089825925928,5726.375807962956,2624.1696507778147
2025-07-12,50475.31941028189,0.0,30539.37428586238,0.0,30539.37428586238,12734.098762004109,5726.375807962956,9388.009961481479,3806.9559806272423
2025-07-13,84732.46578922457,0.0,55788.40644725296,0.0,55788.40644725296,12399.88258326985,9388.009961481479,9405.645579444443,7343.627906349309
2025-07-14,80646.60260497559,0.0,52546.84864801713,0.0,52546.84864801713,4916.352964306864,9405.645579444443,9931.171617592594,7900.335836421411
2025-07-15,80358.5838649158,0.0,52451.22427761994,0.0,52451.22427761994,4507.874240265708,9931.171617592594,9644.274064357298,8544.294936930622
2025-07-16,83317.06499405773,0.0,53827.95740848879,0.0,53827.95740848879,6999.445601788342,9644.274064357298,10185.822960555553,8114.324095807255
2025-07-17,76765.4918005143,0.0,51145.96013536976,0.0,51145.96013536976,4753.75024362847,10185.822960555553,6170.224007037044,7558.188457488715
2025-07-18,47116.086592637854,0.0,29355.857418755728,0.0,29355.857418755728,13269.569702662551,6170.224007037044,6278.18667464074,2204.967510875149
2025-07-19,51182.70254669261,0.0,30873.806725102117,0.0,30873.806725102117,17391.851810937187,6278.18667464074,10062.653626481479,4075.9036093642358
2025-07-20,81582.65142570605,0.0,53500.40374476709,0.0,53500.40374476709,5919.559081417978,10062.653626481479,10251.712184074075,8176.459282498847
2025-07-21,83293.76421044237,0.0,54332.523544816235,0.0,54332.523544816235,5523.372613168725,10251.712184074075,10413.866921851853,8302.565222388384
2025-07-22,83847.16375380219,0.0,54808.22690631851,0.0,54808.22690631851,7183.624694096437,10413.866921851853,9843.676585740743,8299.72045016273
2025-07-23,84122.40343263064,0.0,54302.04425361769,0.0,54302.04425361769,5854.166701564796,9843.676585740743,9906.664191481479,8770.49433751833
2025-07-24,79522.74190676212,0.0,53020.59051678635,0.0,53020.59051678635,6099.749593900969,9906.664191481479,6708.637035370373,8037.01239176334
2025-07-25,45234.406663608475,0.0,28229.348051517678,0.0,28229.348051517678,16752.54405017433,6708.637035370373,6234.238915740737,1831.1774863216046
2025-07-26,50134.30312648473,0.0,30398.961106779137,0.0,30398.961106779137,15110.377928600816,6234.238915740737,9927.929117777781,2354.0344185626873
2025-07-27,83852.43936998298,375.6687666666676,54232.207622504735,1882.2253883083379,56114.433010813074,6149.985507701095,9927.929117777781,10437.6060397574,3586.8001388055904
2025-07-28,83011.79329956791,0.0,54400.11504996626,0.0,54400.11504996626,3860.379320666664,10437.6060397574,8302.474962053717,3731.1847701249108
2025-07-29,90068.75400389094,0.0,58295.75765570108,0.0,58295.75765570108,8682.767720781889,8302.474962053717,10088.98261222222,4082.242948674384
2025-07-30,85747.07350018105,0.0,55912.721046683466,0.0,55912.721046683466,8587.372645884778,10088.98261222222,9819.812308866662,4067.6204231326155
