date,plan_cost,refund,penalty,extra_cost,emergency_cost,total_cost,increase_total,decrease_total,expected_emergency_cost,emergency_total,unused_total,soc_start,soc_end
2025-03-09,44927.93937254499,1597.5597238565215,798.7798619282607,23.58310075000543,0.0,44152.74261136673,15.63451388889281,2451.3593104455103,1981.5896212844477,0.0,930.503153470872,6278.424007144448,6095.865137024034
2025-03-10,48447.178660325066,482.3224274316661,241.16121371583304,401.53345335701573,2122.9396836676965,50730.49058363394,358.81037750934195,721.5408180555545,63.473296445794354,414.5138392587947,1113.7823365211557,6095.865137024034,7919.416887099859
2025-03-11,40784.34650916593,1.4402417036762927e-12,7.201208518381463e-13,4499.88882103855,0.0,45284.23533020448,4812.382295830626,1.4779288903810084e-12,131.8064150461984,0.0,968.4356934043867,7919.416887099859,7669.96054138818
2025-03-12,47043.884148135025,4689.818251720964,2344.909125860482,46.439995975485616,0.0,44745.41501825003,32.51076059749057,6790.201124040633,87.86385957655696,0.0,1048.2600531879625,7669.96054138818,7377.735440155024
2025-03-13,46090.13590870916,1280.9377303450083,640.4688651725041,1027.881798317922,637.1902039396788,47114.73904579426,871.1246685421212,1497.6101315587043,99.26213369665538,112.70330070370267,1848.9987635326986,7377.735440155024,3578.87029678195
2025-03-14,12114.899857849638,12.291566200002762,6.145783100001381,542.0219834556642,47.435652850798675,12698.211711056098,556.8179727805124,44.129933333337824,122.58759208441684,9.09338691666801,11279.665064748624,3578.87029678195,4502.296111373148
2025-03-15,13437.40738040421,15.080845283333327,7.540422641666663,358.2830498155329,759.4612201891846,14547.61122776726,347.5086548291665,45.09024999999997,132.25805853621335,168.952439263887,6780.751511222035,4502.296111373148,7756.322283620312
2025-03-16,45369.196271069464,2310.7364757467235,1155.3682378733617,120.65762753861001,8.081099999999932,44342.56676073472,76.25389086111718,2951.099975507001,30.75030354621054,1.639999999999986,718.8956682234223,7756.322283620312,8019.46803981482
2025-03-17,39997.750766744335,2283.7413363754576,1141.8706681877288,196.61414456645298,1567.9336660980093,40620.42790922107,143.88575347914895,4639.531399168278,1.4859450663731,358.90853110203585,688.6803405358155,8019.46803981482,7616.570620555556
2025-03-18,47482.39808712425,6208.57752142722,3104.28876071361,122.27746078021525,0.0,44500.38678719085,84.769759613818,8904.644426710665,1.4845119043590658,0.0,1231.2842872767121,7616.570620555556,7776.800673571092
2025-03-19,37973.67259556934,93.59011751169491,46.79505875584746,2229.6054538182325,0.0,40156.48299063172,2655.6594549251076,78.02316867736684,8.365170751085934,0.0,809.2784961566032,7776.800673571092,6895.462643079897
2025-03-20,43374.900243150696,3608.3206552760203,1804.1603276380101,421.2505482204823,3527.610978745194,45519.60144247836,305.65839231361826,5215.572967043887,26.11102419937844,697.6209281308313,264.2176646033316,6895.462643079897,4175.820904828712
2025-03-21,11328.074293495694,208.2146448018108,104.1073224009054,284.64454121959795,573.636018128186,12082.247530442572,306.7305171398995,342.057973224699,55.79341403777444,201.25869804974533,14490.544368089859,4175.820904828712,3492.476063888892
2025-03-22,13762.244108459974,236.93327613684224,118.46663806842112,9.170817953009072,0.0,13652.948288344562,10.780953333340909,372.38504850317133,127.35958998961257,0.0,10912.651929745487,3492.476063888892,7610.461372864355
2025-03-23,44598.371435741414,5652.7500728877485,2826.3750364438743,33.435216452083175,913.1850660201101,42718.61668176973,21.578068055555452,8229.332955231388,0.0,158.44726720833552,2833.0973575283406,7610.461372864355,5645.939500765289
2025-03-24,42702.55717556388,3910.6856040437224,1955.3428020218612,303.1513704325164,0.0,41050.365743974544,218.1594685372204,6713.440547219127,86.74514822195528,0.0,882.1687049221838,5645.939500765289,5679.180031214082
2025-03-25,45455.705752777496,5780.859778192027,2890.4298890960135,55.17862723411313,1750.9214002624965,44371.37589117809,29.257736013209872,8221.227940938756,1326.3042730934171,356.96441980482115,373.5759111111164,5679.180031214082,4972.313837592594
2025-03-26,40316.92816590564,3432.9972507856255,1716.4986253928128,4.5563723460873e-11,271.70801991247293,38872.13756042535,2.5011104298755527e-11,5554.895277952211,16.70075258265304,46.54628969339813,796.9764995109026,4972.313837592594,4789.4404138690925
2025-03-27,42359.89557081004,4750.885590800548,2375.442795400274,117.07350810685932,1052.062425037342,41153.588708553965,64.18865374453803,7244.117627772233,89.3669958284258,238.1598544459602,722.868488850501,4789.4404138690925,3226.440142675501
2025-03-28,11457.263435059705,156.5211531100715,78.26057655503575,3.9544261198898315e-13,1.743005739740511e-14,11379.00285850467,3.410605131648481e-13,200.40501918293208,77.14683497046019,1.1191048088221578e-14,15615.829521392057,3226.440142675501,2326.328153703704
2025-03-29,12059.220214812158,10.188010780704925,5.0940053903524625,678.7134781800684,675.9437720113822,13408.783459613256,693.2235005365101,37.581227626341615,219.04027871363306,194.6383292222169,18243.730880795614,2326.328153703704,5369.302972219378
2025-03-30,41370.910364053576,6082.071717695447,3041.0358588477234,1036.3951771724808,2455.0664169008373,41821.33609927917,541.9704957942489,11065.19513552992,52.88492920709264,599.2405023928652,174.95499166666553,5369.302972219378,6281.040829434305
2025-03-31,36781.19358609717,461.60778578749785,230.80389289374892,1462.4553254363007,1215.9974001001224,39228.84241873984,1627.426380626014,910.7301929823211,39.191290803317216,268.0795769517713,242.98228171142011,6281.040829434305,7397.507436703705
2025-04-01,45749.87252746134,5181.481296012515,2590.7406480062573,2.4067958293017e-12,0.0,43159.13187945508,1.3642420526593924e-12,8051.859013776813,0.0,0.0,1793.585768705022,7397.507436703705,7158.352472244818
2025-04-02,42958.32967068429,2950.971753174337,1475.4858765871686,3.2885139944482945e-12,719.5352673844989,42202.37906148162,1.7621459846850485e-12,4766.16125945798,19.377019962329964,126.36438483333419,1615.3821373602914,7158.352472244818,6888.64409761532
2025-04-03,42937.47334140938,5968.334941379457,2984.1674706897284,9.648330774325586e-11,312.796730016705,40266.10260073645,4.8544279707130045e-11,9620.604862102271,81.42367440818572,45.414883333342345,2594.022749081945,6888.64409761532,3397.782221296305
2025-04-04,10652.87800169328,29.79042043814568,14.89521021907284,45.79407003622266,0.0,10683.77686151043,59.455901513075965,54.138210307084194,83.0914039445997,0.0,18331.947862504894,3397.782221296305,3522.371573881666
2025-04-05,11999.11680063514,0.0,0.0,1056.0034874832675,2242.615383179166,15297.735671297574,939.6431320053458,0.0,60.78317286769999,601.5644202935426,14232.40147537601,3522.371573881666,6782.325510988952
2025-04-06,40302.08367872613,4462.856330236867,2231.4281651184333,773.199806790903,300.11375863803147,39143.96907903663,572.2885564448609,8292.583238570605,0.0,63.180918203070576,2233.2168590359947,6782.325510988952,5540.185661882718
2025-04-07,35540.45716326035,1289.8303392899675,644.9151696449837,1372.1344639011527,3.5156517697032536e-12,36267.676457516514,1264.2606884284974,2418.8268816729546,0.0,1.6370904631912707e-12,1290.645733154552,5540.185661882718,5204.636722993824
2025-04-08,41802.97900310088,5128.702477543915,2564.3512387719575,0.0,6.521986506413668e-12,39238.627764328936,0.0,9177.285956910526,15.580016949274027,1.8189894035458565e-12,1972.1075299188635,5204.636722993824,5261.675909325883
2025-04-09,41101.22677887743,2094.7999044948883,1047.3999522474442,1.7862703316495753e-12,0.0,40053.826826629986,1.7053025658242404e-12,3049.7210555030206,14.976260624819052,0.0,1660.0617619385323,5261.675909325883,5295.7538656656525
2025-04-10,39382.55586203175,2930.970734092576,1465.485367046288,7.968361063728426e-12,1.8348960395542237e-11,37917.0704949855,4.038270047637727e-12,4668.729289108602,52.906002893505786,3.90159016205871e-12,2520.0195226680366,5295.7538656656525,3601.175416120113
2025-04-11,9826.483583926112,1.2098922752556975e-12,6.049461376278487e-13,798.2974096069447,809.1909753184952,11433.97196885155,739.9024714082134,1.9042545318370685e-12,147.5020404646547,257.97779281359516,19344.712838786014,3601.175416120113,2480.420057221762
2025-04-12,12518.375178785787,408.37319813969384,204.18659906984692,82.65854203477518,1.164588900315344e-13,12396.847121750714,73.5040002595612,691.7646382223498,149.44810219506638,9.159173419703845e-14,15453.853812620026,2480.420057221762,6586.966793138903
2025-04-13,36647.74999171218,2051.0003050615546,1025.5001525307773,573.2297497522974,174.75291376894586,36370.232502702645,326.26871163936715,3836.969681774881,13.278447810424456,32.42469872324814,506.77994890386276,6586.966793138903,4816.796112001751
2025-04-14,39642.40580465477,6766.826308807942,3383.413154403971,1165.7065404546381,4576.7142080155545,42001.41339872099,661.9513899548688,10991.864456912153,68.78551064940073,945.0215717623577,118.54735000000039,4816.796112001751,5616.91062196679
2025-04-15,34248.24016645229,946.6993977080297,473.34969885401483,1016.6212323463526,543.5430521108046,35335.05475205544,610.5591904021765,2064.7722188303524,100.09240016982453,139.55869013952633,2375.560962926524,5616.91062196679,6507.654081453707
2025-04-16,33610.90284566788,53.971172289051296,26.985586144525648,2020.93637133538,304.4777963001283,35909.33142715886,1996.814366065472,114.01015416670087,2685.228138445454,82.52134444448038,388.6894487558326,6507.654081453707,4148.988471296293
2025-04-17,33117.34795665692,472.33523508105367,236.16761754052683,2314.281899474353,239.14031325003435,35434.602551840784,2782.7984641947382,842.6013401448608,876.3944647124667,37.02423111580417,636.0515196626725,4148.988471296293,2794.8022989325236
2025-04-18,9946.824017792453,0.0,0.0,341.36537942986354,864.2766141672009,11152.466011389519,315.19664304347543,0.0,107.51987083384243,314.97772267874706,17759.523606275725,2794.8022989325236,2601.14476883773
2025-04-19,10789.926665610117,0.37075666717185346,0.18537833358592673,464.7799473850266,133.7208255451086,11388.242060206667,523.130789722075,0.47994390572409884,65.4439792330529,67.90966902777637,16623.13578956775,2601.14476883773,5767.937465953518
2025-04-20,34206.12115588681,78.924192892975,39.4620964464875,1092.4749662354245,399.6965425352489,35658.830568210986,1045.136153295714,169.27817028055955,1191.8918922050618,79.14106824999978,910.9036073119147,5767.937465953518,7042.400732562447
2025-04-21,35226.520118335204,4285.355388558178,2142.677694279089,12.662060252768006,2252.4261821012337,35348.93066641012,10.679875381888793,8263.882939430747,870.1693459515202,433.3219905758261,733.573326489352,7042.400732562447,6103.237850792753
2025-04-22,32079.79197047012,2.0936226974299644e-11,1.0468113487149822e-11,2932.658164245154,312.17274387020046,35324.62287858546,2889.4373806846647,2.6261659513693303e-11,553.0448417820223,80.75837222223691,580.2523486294141,6103.237850792753,5719.845700204734
2025-04-23,31146.456690059997,1.5655560255116412,0.7827780127558206,3874.39860343686,7.313261107810831e-12,35020.072515484106,4446.116588480529,1.5342571790588408,875.2827060489756,1.6342482922482304e-12,713.4957161768672,5719.845700204734,5855.217322949191
2025-04-24,31873.718054157755,791.4519285956936,395.7259642978468,776.1346595263768,85.58496929715294,32339.71171868344,825.4328901337716,1610.526687108596,102.69454148711209,22.73173155302867,3800.081228597319,5855.217322949191,3137.942907407412
2025-04-25,9506.479996758273,163.74479815497062,81.87239907748531,125.98327923753678,560.8809657159513,10111.471842634275,128.11206522222525,258.0308965785214,181.19972425308512,154.63395694443844,20792.92155397805,3137.942907407412,3531.406310906619
2025-04-26,10941.842219457021,2.3873501414923672,1.1936750707461836,501.6160569238386,349.8155556530837,11792.080156963197,556.304766255882,2.9849339103430452,173.51762210367934,94.23655091950668,23215.662397059496,3531.406310906619,6708.642114999997
2025-04-27,29607.417397387642,5.918920464864641e-13,2.9594602324323205e-13,3046.0575233610452,2648.2514052752617,35301.72632602395,2903.96497329136,6.039613253960852e-13,836.5338645986141,498.3129285097097,2045.8248514223276,6708.642114999997,5209.868222222223
2025-04-28,37361.58309433311,1505.2724796579826,752.6362398289913,2831.2422313684756,0.0,39440.18908587259,3026.7955632786875,2311.6253282383213,1635.9979463516684,0.0,1929.3333940675057,5209.868222222223,5292.550161246048
2025-04-29,30160.600290321134,283.34686528798727,141.67343264399364,2186.7546323202932,393.9356889954984,32599.617178992932,1737.4234238247,836.145274658777,818.0261860476775,76.9516222361096,1003.0214344277988,5292.550161246048,4503.860825234832
2025-04-30,29692.342293886613,8.713115000003947,4.356557500001974,1959.8328665184263,1755.2504584467574,33403.0690613518,2231.169347373984,19.475000000006176,793.1838721730835,394.2833648432675,397.71703088203833,4503.860825234832,4857.2601515482975
2025-05-01,31152.45170735957,8.694338375932997,4.347169187966498,3581.6396509872716,9031.299248674957,43761.04343783383,2892.1099719234826,12.920701010796506,750.5482589203187,1666.3608574048658,2716.4809773237357,4857.2601515482975,1200.0
2025-05-02,11157.112604522996,0.0,0.0,504.3423363889075,6638.053801752898,18299.508742664802,361.0163980501031,0.0,646.1854503428061,1468.748622324903,11920.123560905351,1200.0,1595.6129682599462
2025-05-03,11479.908685095783,2.2445192371378652e-13,1.1222596185689326e-13,309.2276595708162,7529.423360900895,19318.559705567495,314.7315690000194,3.410605131648481e-13,877.982384555389,1521.2809619084474,16815.38398542524,1595.6129682599462,4374.382204629631
2025-05-04,34995.02504026724,2069.8392171097275,1034.9196085548638,912.0636615488552,9497.45974412846,44369.62883738968,473.35186043548833,3424.7721135694487,1244.54915542251,1623.1547049797564,603.7174803053193,4374.382204629631,4513.332464999998
2025-05-05,35783.452150865094,971.2360435902083,485.61802179510414,670.358137854128,8598.283183253327,44566.475450177444,374.4391443689461,1185.6869989714423,1937.9146613151652,1365.168453873051,8.065899999999942,4513.332464999998,2662.995885957367
2025-05-06,32792.585843699,3.803984327532817e-12,1.9019921637664084e-12,3246.447566165354,8535.66150653713,44574.69491640148,3095.6782730633417,3.240074875066057e-12,1001.6099634200722,1519.6336422999193,67.39039659934075,2662.995885957367,2920.348626682682
2025-05-07,35985.283967675525,6.014488462824374e-13,3.007244231412187e-13,2915.57921680768,3375.936603045333,42276.79978752854,3313.416172694746,7.389644451905042e-13,593.0395614567669,600.3955035996072,356.52533605967005,2920.348626682682,4774.012063888889
2025-05-08,36411.939721643525,842.4574924371238,421.2287462185619,1210.820508950417,254.40669974999972,37455.93818412538,1418.5245062875906,1582.4568532528033,1831.7524208858867,35.99924999999996,431.01105771509197,4774.012063888889,2270.237751648903
2025-05-09,11718.265039547787,2.722239855756925e-12,1.3611199278784624e-12,317.2199316787472,139.6571869338657,12175.142158160399,330.2758606975982,4.291678123991005e-12,881.1578702575734,78.98370955555717,16957.473308647663,2270.237751648903,2382.3805199868198
2025-05-10,13947.796983935741,213.92517396642276,106.96258698321138,536.7373231174629,0.0,14377.571720069991,625.8926014269177,221.78635120916488,166.1343807801898,0.0,13738.158818925549,2382.3805199868198,5206.289604837673
2025-05-11,38229.21264871965,718.213313328207,359.1066566641035,1571.0695204744213,183.5882616666663,39624.76377419663,1272.219506396767,1415.2863724503231,145.3652213150742,27.56166666666661,1114.405084525709,5206.289604837673,5329.890038669863
2025-05-12,34935.65632561842,6.031655175320338e-13,3.015827587660169e-13,4387.771821306384,0.0,39323.42814692481,4376.265644095262,5.684341886080801e-13,63.13467766825066,0.0,1016.5877183938227,5329.890038669863,7307.880853834535
2025-05-13,38326.117569223396,2515.575799731534,1257.787899865767,1959.0178097801531,0.0,39027.34747913778,1643.2368145042233,4403.45181944445,363.07953307554124,0.0,1829.6648980645443,7307.880853834535,7046.281294085803
2025-05-14,36910.85193909655,791.5163182889168,395.7581591444584,526.7555318548687,0.0,37041.84931180697,692.7314044238772,1337.7919613379781,594.9396889206917,0.0,788.7127869101023,7046.281294085803,6021.688781111112
2025-05-15,37044.16524318162,510.88041888694937,255.44020944347469,575.960293488766,0.0,37364.685327226915,321.0393283617757,527.3079073678069,245.175994209166,0.0,24.28886666666665,6021.688781111112,5142.082584007177
2025-05-16,12155.288847549331,661.7588166185587,330.87940830927937,49.168326795462356,54.33625135497009,11927.914017390485,57.33581341666623,810.5119305024245,217.73343270439435,18.978781472221478,21680.46624732782,5142.082584007177,3595.926590987657
2025-05-17,12687.927079144765,186.35111263019388,93.17555631509694,4.254388841218315e-13,346.0692768722488,12940.820799701916,3.410605131648481e-13,267.16453041868317,166.59329005346518,213.08177511111037,14548.838054569673,3595.926590987657,3735.904954807187
2025-05-18,38861.31084051842,815.2415152086905,407.6207576043453,0.0,5.1999404782066e-12,38453.69008291408,0.0,1408.3021287446825,887.2365085409689,2.432720691558643e-12,1155.785362983031,3735.904954807187,5393.8723759259265
2025-05-19,33879.028208817836,190.0994362866681,95.04971814333405,338.00890236246744,455.4750641666673,34577.462457203634,293.3433307576959,626.0501666666678,686.4812956455556,65.26833333333343,2880.669607429186,5393.8723759259265,3849.509880564105
2025-05-20,35412.86121135935,4.581579560181125e-13,2.2907897800905626e-13,1467.3436326126275,0.0,36880.20484397197,1646.9211490186929,5.684341886080801e-13,424.8174153270335,0.0,131.1893342952609,3849.509880564105,4585.850395732802
2025-05-21,33435.300323885545,1.3486476291291182e-11,6.743238145645591e-12,3920.91833384568,0.0,37356.21865773122,3554.6372997401727,1.5575096767861396e-11,508.09238699534774,0.0,472.8644841029454,4585.850395732802,4985.4308193898705
2025-05-22,33517.485155130096,299.77862328773153,149.88931164386577,1089.1266025793354,16.864339999999583,34473.58678606556,607.8858499666793,327.70743676626364,472.6330337917303,2.5699999999999363,42.590895410008045,4985.4308193898705,3366.342955110935
2025-05-23,10932.942007473754,0.0,0.0,457.07609468716396,216.29695909324914,11606.315061254167,522.7505921743792,0.0,447.85563895206064,94.69575483333288,18037.193340259517,3366.342955110935,2786.5373620407427
2025-05-24,12980.477987122062,246.69698461632095,123.34849230816047,0.0,2.7722535378416073e-13,12857.1294948139,0.0,377.8769240616797,417.6556784360517,8.526512829121202e-14,20610.471320172997,2786.5373620407427,5335.774425228383
2025-05-25,35175.51252684674,704.1716326303883,352.08581631519417,629.5193680489605,0.0,35452.946078580506,386.24277403273624,1745.6017037288075,304.1098276608202,0.0,4060.0312130858656,5335.774425228383,5650.745656506775
2025-05-26,33770.472385421584,1.0625399227137677e-12,5.312699613568838e-13,5133.814361684539,0.0,38904.286747106125,5587.588422592218,1.1368683772161603e-12,375.5929601452981,0.0,1384.684699268424,5650.745656506775,5209.425283871503
2025-05-27,31609.949602384742,4.997586984245573e-11,2.4987934921227864e-11,4623.774992760581,1291.845851344478,37525.57044648978,4717.4047692499735,4.5929482439532876e-11,1023.9105186371725,284.5553039722206,2137.467533630594,5209.425283871503,4957.320102099899
2025-05-28,39587.45599645619,3136.1500821531613,1568.0750410765806,1703.4625731219617,0.0,39722.84352850158,1261.077957665514,6091.621376309984,80.34721420886402,0.0,2443.00454018628,4957.320102099899,5844.355356270536
2025-05-29,38067.54255619868,1124.989459556867,562.4947297784335,9.665259601569462,106.8505236666663,37621.56360968848,5.028577579006409,2545.615604046825,45.38183776674022,15.890916666666612,2109.6869964939406,5844.355356270536,4044.6883374893923
2025-05-30,10870.505186295166,133.7848817984747,66.89244089923734,2007.3790447962374,0.0,12810.991790192165,1345.8826904778161,193.11780517027267,394.1872818369027,0.0,17611.038942215364,4044.6883374893923,3670.2047589926656
2025-05-31,14068.225636326348,931.5562443669647,465.77812218348237,1.548400234696601e-11,9.646328180679119e-14,13602.447514142883,9.265477274311706e-12,1511.5208281754421,435.49735086625543,5.684341886080802e-14,17188.33751372387,3670.2047589926656,5824.839480821794
2025-06-01,51326.042042126246,3144.458842860503,1572.2294214302515,3276.0979235563304,10209.630102173049,63239.54064642537,2246.2862744199983,3802.1106279716087,2033.6462539241504,1575.3839631666615,1031.2335533596638,5824.839480821794,2552.8001522222203
2025-06-02,49097.51196642157,3185.38611985606,1592.69305992803,2607.740737982801,17381.252198528095,67493.81184300443,1265.188840082046,5381.824599931673,1117.838360782975,3157.6189335532345,35.3648333333379,2552.8001522222203,1742.3211991012354
